constructorResultsId;points;status;constructorId;raceId
376;5.0;0;3;53
377;1.0;0;9;53
378;0.0;0;5;53
379;0.0;0;2;53
380;0.0;0;7;53
381;0.0;0;13;53
382;0.0;0;8;53
383;18.0;0;4;54
384;6.0;0;11;54
385;5.0;0;1;54
386;7.0;0;6;54
387;2.0;0;2;54
388;1.0;0;7;54
389;0.0;0;5;54
390;0.0;0;13;54
391;0.0;0;8;54
392;0.0;0;9;54
393;0.0;0;3;54
394;14.0;0;4;55
395;8.0;0;1;55
396;6.0;0;7;55
397;8.0;0;2;55
398;2.0;0;11;55
399;1.0;0;9;55
400;0.0;0;5;55
401;0.0;0;13;55
402;0.0;0;8;55
403;0.0;0;6;55
404;0.0;0;3;55
405;15.0;0;6;56
406;9.0;0;4;56
407;10.0;0;1;56
408;3.0;0;3;56
409;2.0;0;11;56
410;0.0;0;7;56
411;0.0;0;2;56
412;0.0;0;5;56
413;0.0;0;13;56
414;0.0;0;9;56
415;0.0;0;8;56
416;16.0;0;6;57
417;11.0;0;4;57
418;5.0;0;1;57
419;4.0;0;11;57
420;2.0;0;3;57
421;1.0;0;2;57
422;0.0;0;7;57
423;0.0;0;5;57
424;0.0;0;13;57
425;0.0;0;8;57
426;0.0;0;9;57
427;16.0;0;4;58
428;13.0;0;6;58
429;4.0;0;1;58
430;5.0;0;11;58
431;1.0;0;2;58
432;0.0;0;3;58
433;0.0;0;7;58
434;0.0;0;9;58
435;0.0;0;5;58
436;0.0;0;13;58
437;0.0;0;8;58
438;13.0;0;4;59
439;8.0;0;1;59
440;6.0;0;9;59
441;5.0;0;11;59
442;4.0;0;6;59
443;2.0;0;2;59
444;1.0;0;7;59
445;0.0;0;5;59
446;0.0;0;13;59
447;0.0;0;8;59
448;0.0;0;3;59
449;15.0;0;4;60
450;12.0;0;6;60
451;9.0;0;1;60
452;3.0;0;2;60
453;0.0;0;3;60
454;0.0;0;11;60
455;0.0;0;7;60
456;0.0;0;9;60
457;0.0;0;5;60
458;0.0;0;13;60
459;0.0;0;8;60
460;15.0;0;4;61
461;12.0;0;6;61
462;6.0;0;1;61
463;3.0;0;7;61
464;2.0;0;2;61
465;1.0;0;9;61
466;0.0;0;11;61
467;0.0;0;5;61
468;0.0;0;3;61
469;0.0;0;13;61
470;0.0;0;8;61
471;18.0;0;6;62
472;10.0;0;4;62
473;5.0;0;7;62
474;3.0;0;11;62
475;2.0;0;9;62
476;1.0;0;5;62
477;0.0;0;3;62
478;0.0;0;13;62
479;0.0;0;2;62
480;0.0;0;8;62
481;0.0;0;1;62
482;16.0;0;6;63
483;11.0;0;4;63
484;5.0;0;7;63
485;6.0;0;1;63
486;1.0;0;2;63
487;0.0;0;9;63
488;0.0;0;5;63
489;0.0;0;3;63
490;0.0;0;13;63
491;0.0;0;8;63
492;0.0;0;11;63
493;18.0;0;6;64
494;6.0;0;1;64
495;5.0;0;11;64
496;7.0;0;4;64
497;2.0;0;7;64
498;1.0;0;9;64
499;0.0;0;5;64
500;0.0;0;3;64
501;0.0;0;8;64
502;0.0;0;2;64
503;0.0;0;13;64
504;15.0;0;11;65
505;8.0;0;1;65
506;6.0;0;2;65
507;4.0;0;9;65
508;3.0;0;7;65
509;3.0;0;6;65
510;0.0;0;13;65
511;0.0;0;5;65
512;0.0;0;8;65
513;0.0;0;4;65
514;0.0;0;3;65
515;16.0;0;6;66
516;11.0;0;4;66
517;6.0;0;11;66
518;4.0;0;1;66
519;2.0;0;7;66
520;0.0;0;3;66
521;0.0;0;9;66
522;0.0;0;2;66
523;0.0;0;5;66
524;0.0;0;13;66
525;0.0;0;8;66
526;10.0;0;6;67
527;8.0;0;1;67
528;7.0;0;2;67
529;5.0;0;4;67
530;7.0;0;11;67
531;2.0;0;7;67
532;0.0;0;3;67
533;0.0;0;9;67
534;0.0;0;5;67
535;0.0;0;8;67
536;0.0;0;14;67
537;10.0;0;6;68
538;14.0;0;4;68
539;8.0;0;11;68
540;4.0;0;1;68
541;2.0;0;2;68
542;1.0;0;3;68
543;0.0;0;9;68
544;0.0;0;5;68
545;0.0;0;14;68
546;0.0;0;8;68
547;0.0;0;7;68
548;16.0;0;4;69
549;8.0;0;6;69
550;5.0;0;11;69
551;4.0;0;1;69
552;5.0;0;7;69
553;1.0;0;2;69
554;0.0;0;3;69
555;0.0;0;9;69
556;0.0;0;5;69
557;0.0;0;8;69
558;0.0;0;14;69
559;15.0;0;6;70
560;11.0;0;4;70
561;8.0;0;11;70
562;5.0;0;1;70
563;0.0;0;2;70
564;0.0;0;8;70
565;0.0;0;5;70
566;0.0;0;9;70
567;0.0;0;14;70
568;0.0;0;7;70
569;0.0;0;3;70
570;16.0;0;4;71
571;8.0;0;6;71
572;7.0;0;9;71
573;4.0;0;3;71
574;4.0;0;1;71
575;0.0;0;7;71
576;0.0;0;15;71
577;0.0;0;16;71
578;0.0;0;17;71
579;0.0;0;18;71
580;10.0;0;4;72
581;12.0;0;7;72
582;6.0;0;3;72
583;5.0;0;1;72
584;4.0;0;9;72
585;2.0;0;6;72
586;0.0;0;15;72
587;0.0;0;17;72
588;0.0;0;18;72
589;0.0;0;16;72
590;10.0;0;4;73
591;13.0;0;7;73
592;10.0;0;1;73
593;3.0;0;3;73
594;2.0;0;15;73
595;1.0;0;9;73
596;0.0;0;6;73
597;0.0;0;17;73
598;0.0;0;18;73
599;0.0;0;16;73
600;10.0;0;4;74
601;8.0;0;6;74
602;6.0;0;1;74
603;5.0;0;15;74
604;4.0;0;7;74
605;5.0;0;3;74
606;1.0;0;9;74
607;0.0;0;17;74
608;0.0;0;18;74
609;0.0;0;16;74
610;12.0;0;1;75
611;12.0;0;4;75
612;11.0;0;7;75
613;3.0;0;3;75
614;1.0;0;9;75
615;0.0;0;6;75
616;0.0;0;15;75
617;0.0;0;17;75
618;0.0;0;18;75
619;14.0;0;1;76
620;14.0;0;3;76
621;5.0;0;4;76
622;3.0;0;7;76
623;3.0;0;6;76
624;0.0;0;15;76
625;0.0;0;17;76
626;0.0;0;18;76
627;0.0;0;9;76
628;13.0;0;4;77
629;8.0;0;3;77
630;10.0;0;6;77
631;5.0;0;9;77
632;2.0;0;1;77
633;1.0;0;7;77
634;0.0;0;16;77
635;0.0;0;15;77
636;0.0;0;17;77
637;0.0;0;18;77
638;10.0;0;1;78
639;14.0;0;6;78
640;5.0;0;15;78
641;4.0;0;3;78
642;3.0;0;7;78
643;3.0;0;9;78
644;0.0;0;17;78
645;0.0;0;18;78
646;0.0;0;16;78
647;0.0;0;4;78
648;18.0;0;6;79
649;11.0;0;17;79
650;7.0;0;18;79
651;0.0;0;7;79
652;0.0;0;1;79
653;0.0;0;16;79
654;0.0;0;4;79
655;0.0;0;3;79
656;0.0;0;15;79
657;0.0;0;9;79
658;13.0;0;4;80
659;8.0;0;1;80
660;6.0;0;6;80
661;5.0;0;16;80
662;6.0;0;7;80
663;1.0;0;15;80
664;0.0;0;9;80
665;0.0;0;3;80
666;0.0;0;17;80
667;0.0;0;18;80
668;16.0;0;1;81
669;13.0;0;4;81
670;4.0;0;16;81
671;5.0;0;6;81
672;1.0;0;7;81
673;0.0;0;15;81
674;0.0;0;3;81
675;0.0;0;9;81
676;0.0;0;17;81
677;0.0;0;18;81
678;15.0;0;4;82
679;8.0;0;1;82
680;6.0;0;16;82
681;4.0;0;6;82
682;3.0;0;7;82
683;2.0;0;9;82
684;1.0;0;15;82
685;0.0;0;3;82
686;0.0;0;18;82
687;0.0;0;17;82
688;10.0;0;1;83
689;8.0;0;6;83
690;11.0;0;7;83
691;5.0;0;16;83
692;5.0;0;3;83
693;0.0;0;4;83
694;0.0;0;17;83
695;0.0;0;15;83
696;0.0;0;18;83
697;0.0;0;9;83
698;16.0;0;1;84
699;13.0;0;4;84
700;4.0;0;16;84
701;3.0;0;7;84
702;3.0;0;9;84
703;0.0;0;6;84
704;0.0;0;15;84
705;0.0;0;18;84
706;0.0;0;17;84
707;0.0;0;3;84
708;15.0;0;1;85
709;14.0;0;4;85
710;7.0;0;7;85
711;2.0;0;3;85
712;1.0;0;16;85
713;0.0;0;15;85
714;0.0;0;6;85
715;0.0;0;9;85
716;0.0;0;17;85
717;0.0;0;18;85
718;10.0;0;1;86
719;8.0;0;4;86
720;6.0;0;16;86
721;5.0;0;3;86
722;4.0;0;6;86
723;3.0;0;15;86
724;2.0;0;7;86
725;1.0;0;17;86
726;0.0;0;9;86
727;0.0;0;18;86
728;18.0;0;1;87
729;10.0;0;4;87
730;8.0;0;6;87
731;2.0;0;16;87
732;1.0;0;7;87
733;0.0;0;9;87
734;0.0;0;15;87
735;0.0;0;18;87
736;0.0;0;17;87
737;0.0;0;3;87
738;10.0;0;1;88
739;14.0;0;4;88
740;5.0;0;3;88
741;4.0;0;16;88
742;3.0;0;9;88
743;2.0;0;6;88
744;1.0;0;7;88
745;0.0;0;15;88
746;0.0;0;17;88
747;0.0;0;18;88
748;15.0;0;4;89
749;8.0;0;1;89
750;6.0;0;7;89
751;4.0;0;9;89
752;3.0;0;15;89
753;2.0;0;3;89
754;1.0;0;16;89
755;0.0;0;17;89
756;0.0;0;6;89
757;0.0;0;18;89
758;18.0;0;6;90
759;8.0;0;4;90
760;9.0;0;3;90
761;3.0;0;16;90
762;1.0;0;1;90
763;0.0;0;15;90
764;0.0;0;19;90
765;0.0;0;7;90
766;0.0;0;17;90
767;0.0;0;18;90
768;15.0;0;6;91
769;8.0;0;3;91
770;6.0;0;16;91
771;6.0;0;4;91
772;3.0;0;1;91
773;1.0;0;15;91
774;0.0;0;7;91
775;0.0;0;19;91
776;0.0;0;17;91
777;0.0;0;18;91
778;18.0;0;6;92
779;10.0;0;16;92
780;8.0;0;4;92
781;2.0;0;3;92
782;1.0;0;19;92
783;0.0;0;7;92
784;0.0;0;15;92
785;0.0;0;17;92
786;0.0;0;18;92
787;0.0;0;1;92
788;13.0;0;6;93
789;8.0;0;16;93
790;8.0;0;3;93
791;9.0;0;4;93
792;1.0;0;1;93
793;0.0;0;15;93
794;0.0;0;7;93
795;0.0;0;19;93
796;0.0;0;18;93
797;0.0;0;17;93
798;18.0;0;6;94
799;11.0;0;4;94
800;5.0;0;16;94
801;3.0;0;3;94
802;2.0;0;15;94
803;0.0;0;1;94
804;0.0;0;19;94
805;0.0;0;7;94
806;0.0;0;17;94
807;0.0;0;18;94
808;10.0;0;4;95
809;8.0;0;16;95
810;6.0;0;6;95
811;5.0;0;3;95
812;4.0;0;15;95
813;4.0;0;7;95
814;2.0;0;17;95
815;0.0;0;18;95
816;0.0;0;1;95
817;0.0;0;19;95
818;18.0;0;6;96
819;6.0;0;16;96
820;9.0;0;4;96
821;3.0;0;15;96
822;2.0;0;19;96
823;1.0;0;3;96
824;0.0;0;17;96
825;0.0;0;7;96
826;0.0;0;18;96
827;0.0;0;1;96
828;18.0;0;6;97
829;6.0;0;16;97
830;5.0;0;15;97
831;7.0;0;1;97
832;3.0;0;17;97
833;0.0;0;19;97
834;0.0;0;18;97
835;0.0;0;4;97
836;0.0;0;3;97
837;0.0;0;7;97
838;18.0;0;6;98
839;6.0;0;16;98
840;5.0;0;4;98
841;4.0;0;7;98
842;5.0;0;1;98
843;1.0;0;18;98
844;0.0;0;15;98
845;0.0;0;19;98
846;0.0;0;3;98
847;0.0;0;17;98
848;16.0;0;6;99
849;13.0;0;4;99
850;4.0;0;16;99
851;5.0;0;1;99
852;1.0;0;3;99
853;0.0;0;19;99
854;0.0;0;15;99
855;0.0;0;7;99
856;0.0;0;17;99
857;0.0;0;18;99
858;16.0;0;6;100
859;10.0;0;1;100
860;5.0;0;16;100
861;4.0;0;3;100
862;3.0;0;15;100
863;1.0;0;19;100
864;0.0;0;4;100
865;0.0;0;7;100
866;0.0;0;17;100
867;0.0;0;18;100
868;10.0;0;6;101
869;9.0;0;16;101
870;6.0;0;4;101
871;5.0;0;1;101
872;6.0;0;3;101
873;3.0;0;19;101
874;0.0;0;15;101
875;0.0;0;7;101
876;0.0;0;17;101
877;0.0;0;18;101
878;18.0;0;6;102
879;6.0;0;4;102
880;7.0;0;3;102
881;7.0;0;16;102
882;1.0;0;15;102
883;0.0;0;1;102
884;0.0;0;19;102
885;0.0;0;7;102
886;0.0;0;17;102
887;0.0;0;18;102
888;12.0;0;1;103
889;14.0;0;6;103
890;9.0;0;15;103
891;3.0;0;19;103
892;1.0;0;7;103
893;0.0;0;4;103
894;0.0;0;17;103
895;0.0;0;3;103
896;0.0;0;16;103
897;0.0;0;18;103
898;18.0;0;6;104
899;11.0;0;16;104
900;6.0;0;3;104
901;3.0;0;1;104
902;1.0;0;15;104
903;0.0;0;19;104
904;0.0;0;4;104
905;0.0;0;7;104
906;0.0;0;17;104
907;0.0;0;18;104
908;10.0;0;6;105
909;11.0;0;16;105
910;6.0;0;1;105
911;5.0;0;4;105
912;4.0;0;3;105
913;3.0;0;15;105
914;0.0;0;19;105
915;0.0;0;17;105
916;0.0;0;7;105
917;0.0;0;18;105
918;10.0;0;6;106
919;10.0;0;3;106
920;11.0;0;16;106
921;4.0;0;4;106
922;3.0;0;1;106
923;1.0;0;15;106
924;0.0;0;7;106
925;0.0;0;19;106
926;0.0;0;17;106
927;0.0;0;18;106
928;14.0;0;3;107
929;8.0;0;1;107
930;8.0;0;6;107
931;5.0;0;4;107
932;3.0;0;16;107
933;1.0;0;15;107
934;0.0;0;7;107
935;0.0;0;19;107
936;0.0;0;17;107
937;0.0;0;18;107
938;16.0;0;1;108
939;9.0;0;3;108
940;5.0;0;6;108
941;6.0;0;4;108
942;3.0;0;15;108
943;0.0;0;16;108
944;0.0;0;18;108
945;0.0;0;17;108
946;0.0;0;19;108
947;0.0;0;7;108
948;10.0;0;1;109
949;11.0;0;6;109
950;10.0;0;4;109
951;5.0;0;3;109
952;2.0;0;16;109
953;1.0;0;15;109
954;0.0;0;17;109
955;0.0;0;7;109
956;0.0;0;18;109
957;0.0;0;19;109
958;10.0;0;17;110
959;13.0;0;1;110
960;7.0;0;4;110
961;4.0;0;15;110
962;3.0;0;16;110
963;2.0;0;3;110
964;0.0;0;19;110
965;0.0;0;7;110
966;0.0;0;6;110
967;0.0;0;18;110
968;16.0;0;6;111
969;12.0;0;1;111
970;7.0;0;3;111
971;3.0;0;4;111
972;1.0;0;16;111
973;0.0;0;7;111
974;0.0;0;15;111
975;0.0;0;19;111
976;0.0;0;17;111
977;0.0;0;18;111
978;16.0;0;6;112
979;8.0;0;4;112
980;9.0;0;3;112
981;3.0;0;7;112
982;2.0;0;19;112
983;1.0;0;17;112
984;0.0;0;16;112
985;0.0;0;15;112
986;0.0;0;18;112
987;0.0;0;1;112
988;16.0;0;6;113
989;12.0;0;1;113
990;5.0;0;16;113
991;3.0;0;3;113
992;2.0;0;19;113
993;1.0;0;4;113
994;0.0;0;7;113
995;0.0;0;17;113
996;0.0;0;18;113
997;0.0;0;15;113
998;15.0;0;3;114
999;10.0;0;1;114
1000;7.0;0;6;114
1001;7.0;0;4;114
1002;0.0;0;7;114
1003;0.0;0;17;114
1004;0.0;0;15;114
1005;0.0;0;16;114
1006;0.0;0;18;114
1007;0.0;0;19;114
1008;14.0;0;6;115
1009;14.0;0;3;115
1010;5.0;0;4;115
1011;3.0;0;1;115
1012;2.0;0;19;115
1013;1.0;0;7;115
1014;0.0;0;18;115
1015;0.0;0;16;115
1016;0.0;0;15;115
1017;0.0;0;17;115
1018;18.0;0;3;116
1019;10.0;0;6;116
1020;5.0;0;4;116
1021;3.0;0;19;116
1022;2.0;0;16;116
1023;1.0;0;15;116
1024;0.0;0;17;116
1025;0.0;0;18;116
1026;0.0;0;1;116
1027;0.0;0;7;116
1028;18.0;0;3;117
1029;8.0;0;6;117
1030;9.0;0;1;117
1031;3.0;0;19;117
1032;1.0;0;7;117
1033;0.0;0;16;117
1034;0.0;0;15;117
1035;0.0;0;18;117
1036;0.0;0;17;117
1037;0.0;0;4;117
1038;15.0;0;6;118
1039;8.0;0;3;118
1040;10.0;0;1;118
1041;3.0;0;4;118
1042;2.0;0;7;118
1043;1.0;0;16;118
1044;0.0;0;15;118
1045;0.0;0;17;118
1046;0.0;0;19;118
1047;0.0;0;18;118
1048;10.0;0;3;119
1049;8.0;0;1;119
1050;11.0;0;4;119
1051;7.0;0;7;119
1052;2.0;0;6;119
1053;1.0;0;16;119
1054;0.0;0;15;119
1055;0.0;0;19;119
1056;0.0;0;18;119
1057;0.0;0;17;119
1058;12.0;0;4;120
1059;12.0;0;1;120
1060;11.0;0;3;120
1061;3.0;0;19;120
1062;1.0;0;6;120
1063;0.0;0;15;120
1064;0.0;0;16;120
1065;0.0;0;7;120
1066;0.0;0;18;120
1067;0.0;0;17;120
1068;16.0;0;6;121
1069;12.0;0;3;121
1070;5.0;0;1;121
1071;3.0;0;16;121
1072;2.0;0;19;121
1073;1.0;0;4;121
1074;0.0;0;15;121
1075;0.0;0;17;121
1076;0.0;0;18;121
1077;0.0;0;7;121
1078;10.0;0;6;122
1079;8.0;0;1;122
1080;10.0;0;15;122
1081;5.0;0;4;122
1082;3.0;0;3;122
1083;2.0;0;17;122
1084;1.0;0;19;122
1085;0.0;0;7;122
1086;0.0;0;18;122
1087;0.0;0;16;122
1088;11.0;0;6;123
1089;14.0;0;1;123
1090;8.0;0;16;123
1091;4.0;0;4;123
1092;2.0;0;7;123
1093;0.0;0;15;123
1094;0.0;0;19;123
1095;0.0;0;3;123
1096;0.0;0;17;123
1097;0.0;0;18;123
1098;10.0;0;6;124
1099;6.0;0;3;124
1100;4.0;0;1;124
1101;3.0;0;19;124
1102;2.0;0;18;124
1103;1.0;0;7;124
1104;0.0;0;16;124
1105;0.0;0;21;124
1106;0.0;0;17;124
1107;0.0;0;4;124
1108;0.0;0;15;124
1109;16.0;0;3;125
1110;4.0;0;6;125
1111;3.0;0;4;125
1112;3.0;0;15;125
1113;0.0;0;7;125
1114;0.0;0;16;125
1115;0.0;0;17;125
1116;0.0;0;19;125
1117;0.0;0;21;125
1118;0.0;0;18;125
1119;0.0;0;1;125
1120;10.0;0;6;126
1121;8.0;0;3;126
1122;4.0;0;1;126
1123;3.0;0;4;126
1124;1.0;0;7;126
1125;0.0;0;19;126
1126;0.0;0;17;126
1127;0.0;0;16;126
1128;0.0;0;18;126
1129;0.0;0;15;126
1130;0.0;0;21;126
1131;16.0;0;6;127
1132;7.0;0;3;127
1133;2.0;0;4;127
1134;1.0;0;1;127
1135;0.0;0;16;127
1136;0.0;0;15;127
1137;0.0;0;18;127
1138;0.0;0;21;127
1139;0.0;0;19;127
1140;0.0;0;7;127
1141;0.0;0;17;127
1142;10.0;0;6;128
1143;6.0;0;3;128
1144;4.0;0;1;128
1145;5.0;0;15;128
1146;1.0;0;21;128
1147;0.0;0;16;128
1148;0.0;0;7;128
