constructorStandingsId;points;position;positionText;wins;constructorId;raceId
2568;20.0;5;5;0;17;237
2569;165.0;1;1;11;3;238
2570;64.0;3;3;3;6;238
2571;65.0;2;2;0;22;238
2572;45.0;4;4;0;1;238
2573;5.0;8;8;0;25;238
2574;15.0;6;6;1;27;238
2575;10.0;7;7;0;15;238
2576;1.0;9;9;0;29;238
2577;0.0;10;10;0;18;238
2578;0.0;11;11;0;28;238
2579;20.0;5;5;0;17;238
2580;175.0;1;1;12;3;239
2581;70.0;2;2;3;6;239
2582;68.0;3;3;0;22;239
2583;49.0;4;4;0;1;239
2584;5.0;8;8;0;25;239
2585;15.0;6;6;1;27;239
2586;11.0;7;7;0;15;239
2587;1.0;9;9;0;29;239
2588;0.0;10;10;0;18;239
2589;0.0;11;11;0;28;239
2590;22.0;5;5;0;17;239
5044;0.0;8;8;0;28;240
5043;0.0;7;7;0;30;240
5042;0.0;6;6;0;27;240
5041;0.0;5;5;0;25;240
5040;4.0;4;4;0;1;240
5039;6.0;3;3;0;6;240
5038;6.0;2;2;0;3;240
5037;10.0;1;1;1;22;240
5054;0.0;9;9;0;31;241
5053;2.0;5;5;0;15;241
5052;0.0;10;10;0;28;241
5051;0.0;8;8;0;30;241
5050;0.0;6;6;0;27;241
5049;0.0;7;7;0;25;241
5048;4.0;4;4;0;1;241
5047;13.0;3;3;0;6;241
5046;16.0;2;2;1;3;241
5045;17.0;1;1;1;22;241
5067;0.0;13;13;0;29;242
5066;0.0;12;12;0;18;242
5065;0.0;8;8;0;17;242
5064;0.0;10;10;0;31;242
5063;3.0;5;5;0;15;242
5062;0.0;11;11;0;28;242
5061;0.0;9;9;0;30;242
5060;0.0;6;6;0;27;242
5059;0.0;7;7;0;25;242
5058;6.0;4;4;0;1;242
5057;23.0;2;2;0;6;242
5056;29.0;1;1;2;3;242
5055;17.0;3;3;1;22;242
5080;0.0;12;12;0;29;243
5079;0.0;13;13;0;18;243
5078;2.0;6;6;0;17;243
5077;0.0;9;9;0;31;243
5076;3.0;5;5;0;15;243
5075;0.0;11;11;0;28;243
5074;0.0;10;10;0;30;243
5073;1.0;7;7;0;27;243
5072;0.0;8;8;0;25;243
5071;6.0;4;4;0;1;243
5070;27.0;3;3;0;6;243
5069;32.0;2;2;2;3;243
5068;33.0;1;1;2;22;243
5106;1.0;8;8;0;29;245
5093;0.0;10;10;0;29;244
5092;0.0;9;9;0;18;244
5091;2.0;6;6;0;17;244
5090;0.0;11;11;0;31;244
5089;4.0;5;5;0;15;244
5088;0.0;13;13;0;28;244
5087;0.0;12;12;0;30;244
5086;1.0;7;7;0;27;244
5105;0.0;10;10;0;18;245
5085;0.0;8;8;0;25;244
5084;8.0;4;4;0;1;244
5083;31.0;3;3;0;6;244
5082;38.0;2;2;2;3;244
5081;46.0;1;1;3;22;244
5104;12.0;4;4;0;17;245
5103;0.0;11;11;0;31;245
5102;4.0;7;7;0;15;245
5101;0.0;13;13;0;28;245
5100;0.0;12;12;0;30;245
5099;4.0;6;6;0;27;245
5098;0.0;9;9;0;25;245
5097;8.0;5;5;0;1;245
5096;41.0;2;2;1;6;245
5095;38.0;3;3;2;3;245
5094;48.0;1;1;3;22;245
5119;1.0;8;8;0;29;246
5118;0.0;10;10;0;18;246
5117;13.0;4;4;0;17;246
5116;0.0;11;11;0;31;246
5115;4.0;7;7;0;15;246
5114;0.0;13;13;0;28;246
5113;0.0;12;12;0;30;246
5112;7.0;6;6;0;27;246
5111;0.0;9;9;0;25;246
5110;8.0;5;5;0;1;246
5109;43.0;3;3;1;6;246
5108;48.0;2;2;2;3;246
5107;58.0;1;1;4;22;246
5132;1.0;8;8;0;29;247
5131;0.0;10;10;0;18;247
5130;13.0;4;4;0;17;247
5129;0.0;11;11;0;31;247
5128;5.0;7;7;0;15;247
5127;0.0;13;13;0;28;247
5126;0.0;12;12;0;30;247
5125;10.0;5;5;0;27;247
5124;0.0;9;9;0;25;247
5123;10.0;6;6;0;1;247
5122;49.0;3;3;1;6;247
5121;52.0;2;2;2;3;247
5120;68.0;1;1;5;22;247
5145;1.0;8;8;0;29;248
5144;0.0;10;10;0;18;248
5143;13.0;4;4;0;17;248
5142;0.0;12;12;0;31;248
5141;7.0;7;7;0;15;248
5140;0.0;13;13;0;28;248
5139;0.0;11;11;0;30;248
5138;11.0;5;5;0;27;248
5137;0.0;9;9;0;25;248
5136;10.0;6;6;0;1;248
5135;53.0;3;3;1;6;248
5134;58.0;2;2;2;3;248
5133;81.0;1;1;6;22;248
5158;1.0;8;8;0;29;249
5157;0.0;10;10;0;18;249
5156;13.0;4;4;0;17;249
5155;0.0;12;12;0;31;249
5154;9.0;7;7;0;15;249
5153;0.0;13;13;0;28;249
5152;0.0;11;11;0;30;249
5151;12.0;5;5;0;27;249
5150;0.0;9;9;0;25;249
5149;10.0;6;6;0;1;249
5148;57.0;3;3;1;6;249
5147;74.0;2;2;3;3;249
5146;84.0;1;1;6;22;249
5171;1.0;8;8;0;29;250
5170;0.0;10;10;0;18;250
5169;14.0;5;5;0;17;250
5168;0.0;12;12;0;31;250
5167;12.0;7;7;0;15;250
5166;0.0;13;13;0;28;250
5165;0.0;11;11;0;30;250
5164;16.0;4;4;0;27;250
5163;0.0;9;9;0;25;250
5162;12.0;6;6;0;1;250
5161;57.0;3;3;1;6;250
5160;80.0;2;2;3;3;250
5159;94.0;1;1;7;22;250
5184;1.0;9;9;0;29;251
5183;0.0;10;10;0;18;251
5182;14.0;7;7;0;17;251
5181;0.0;13;13;0;31;251
5180;17.0;5;5;0;15;251
5179;0.0;12;12;0;28;251
5178;0.0;11;11;0;30;251
5177;16.0;6;6;0;27;251
5176;2.0;8;8;0;25;251
5175;21.0;4;4;0;1;251
5174;57.0;3;3;1;6;251
5173;80.0;2;2;3;3;251
5172;104.0;1;1;8;22;251
5197;1.0;9;9;0;29;252
5196;0.0;10;10;0;18;252
5195;14.0;7;7;0;17;252
5194;0.0;13;13;0;31;252
5193;18.0;5;5;0;15;252
5192;0.0;12;12;0;28;252
5191;0.0;11;11;0;30;252
5190;16.0;6;6;0;27;252
5189;2.0;8;8;0;25;252
5188;21.0;4;4;0;1;252
5187;62.0;3;3;1;6;252
5186;94.0;2;2;4;3;252
5185;110.0;1;1;8;22;252
5210;1.0;9;9;0;29;253
5209;0.0;10;10;0;18;253
5208;18.0;5;5;0;17;253
5207;0.0;13;13;0;31;253
5206;18.0;6;6;0;15;253
5205;0.0;12;12;0;28;253
5204;0.0;11;11;0;30;253
5203;16.0;7;7;0;27;253
5202;2.0;8;8;0;25;253
5201;21.0;4;4;0;1;253
5200;68.0;3;3;1;6;253
5199;98.0;2;2;4;3;253
5198;122.0;1;1;9;22;253
5223;1.0;9;9;0;29;254
5222;0.0;10;10;0;18;254
5221;18.0;5;5;0;17;254
5220;0.0;13;13;0;31;254
5219;18.0;6;6;0;15;254
5218;0.0;12;12;0;28;254
5217;0.0;11;11;0;30;254
5216;16.0;7;7;0;27;254
5215;2.0;8;8;0;25;254
5214;21.0;4;4;0;1;254
5213;73.0;3;3;1;6;254
5212;108.0;2;2;4;3;254
5211;133.0;1;1;10;22;254
5236;1.0;9;9;0;29;255
5235;0.0;10;10;0;18;255
5234;21.0;5;5;0;17;255
5233;0.0;13;13;0;31;255
5232;18.0;7;7;0;15;255
5231;0.0;12;12;0;28;255
5230;0.0;11;11;0;30;255
5229;18.0;6;6;0;27;255
5228;3.0;8;8;0;25;255
5227;27.0;4;4;0;1;255
5226;73.0;3;3;1;6;255
5225;108.0;2;2;4;3;255
5224;147.0;1;1;11;22;255
5249;5.0;8;8;0;29;256
5248;1.0;10;10;0;18;256
5247;21.0;6;6;0;17;256
5246;0.0;13;13;0;31;256
5245;18.0;7;7;0;15;256
5244;0.0;11;11;0;28;256
5243;0.0;12;12;0;30;256
5242;24.0;5;5;0;27;256
5241;5.0;9;9;0;25;256
5240;30.0;4;4;0;1;256
5239;73.0;3;3;1;6;256
5238;118.0;2;2;5;3;256
5237;147.0;1;1;11;22;256
25523;0.0;11;11;0;31;257
25522;0.0;10;10;0;27;257
25521;0.0;9;9;0;33;257
25520;0.0;8;8;0;18;257
25519;0.0;7;7;0;32;257
25518;1.0;6;6;0;15;257
25517;2.0;5;5;0;25;257
25516;3.0;4;4;0;17;257
25515;4.0;3;3;0;6;257
25514;6.0;2;2;0;3;257
25513;10.0;1;1;1;22;257
25538;0.0;13;13;0;1;258
25537;0.0;12;12;0;31;258
25536;0.0;11;11;0;27;258
25535;1.0;8;8;0;33;258
25534;0.0;10;10;0;18;258
25533;0.0;9;9;0;32;258
25532;3.0;6;6;0;15;258
25531;2.0;7;7;0;25;258
25530;7.0;3;3;0;17;258
25529;10.0;2;2;0;6;258
25528;6.0;4;4;0;3;258
25527;20.0;1;1;2;22;258
25553;3.0;8;8;0;29;259
25552;4.0;6;6;0;1;259
25551;0.0;13;13;0;31;259
25550;0.0;12;12;0;27;259
25549;1.0;9;9;0;33;259
25548;0.0;11;11;0;18;259
25547;0.0;10;10;0;32;259
25546;6.0;5;5;0;15;259
25545;4.0;7;7;0;25;259
25544;7.0;4;4;0;17;259
25543;16.0;2;2;0;6;259
25542;7.0;3;3;0;3;259
25541;30.0;1;1;3;22;259
25567;3.0;8;8;0;29;260
25566;10.0;3;3;0;1;260
25565;0.0;13;13;0;31;260
25564;0.0;12;12;0;27;260
25563;1.0;9;9;0;33;260
25562;1.0;10;10;0;18;260
25561;0.0;11;11;0;32;260
25560;6.0;6;6;0;15;260
25559;4.0;7;7;0;25;260
25558;10.0;4;4;0;17;260
25557;22.0;2;2;0;6;260
25556;7.0;5;5;0;3;260
25555;40.0;1;1;4;22;260
25581;3.0;8;8;0;29;261
25580;10.0;5;5;0;1;261
25579;0.0;13;13;0;31;261
25578;0.0;12;12;0;27;261
25577;1.0;10;10;0;33;261
25576;3.0;9;9;0;18;261
25575;0.0;11;11;0;32;261
25574;6.0;7;7;0;15;261
25573;8.0;6;6;0;25;261
25572;11.0;4;4;0;17;261
25571;25.0;2;2;0;6;261
25570;17.0;3;3;1;3;261
25569;46.0;1;1;4;22;261
25595;3.0;8;8;0;29;262
25594;10.0;5;5;0;1;262
25593;0.0;13;13;0;31;262
25592;0.0;12;12;0;27;262
25591;1.0;10;10;0;33;262
25590;3.0;9;9;0;18;262
25589;0.0;11;11;0;32;262
25588;6.0;7;7;0;15;262
25587;8.0;6;6;0;25;262
25586;11.0;4;4;0;17;262
25585;32.0;2;2;0;6;262
25584;25.0;3;3;1;3;262
25583;57.0;1;1;5;22;262
25609;3.0;9;9;0;29;263
25608;10.0;5;5;0;1;263
25607;0.0;13;13;0;31;263
25606;0.0;12;12;0;27;263
25605;1.0;10;10;0;33;263
25604;5.0;8;8;0;18;263
25603;0.0;11;11;0;32;263
25602;10.0;6;6;0;15;263
25601;8.0;7;7;0;25;263
25600;11.0;4;4;0;17;263
25599;36.0;2;2;0;6;263
25598;31.0;3;3;1;3;263
25597;67.0;1;1;6;22;263
25623;3.0;9;9;0;29;264
25622;14.0;4;4;0;1;264
25621;0.0;13;13;0;31;264
25620;0.0;12;12;0;27;264
25619;1.0;10;10;0;33;264
25618;5.0;8;8;0;18;264
25617;0.0;11;11;0;32;264
25616;10.0;6;6;0;15;264
25615;9.0;7;7;0;25;264
25614;14.0;5;5;0;17;264
25613;42.0;3;3;0;6;264
25612;43.0;2;2;2;3;264
25611;67.0;1;1;6;22;264
25637;8.0;9;9;0;29;265
25636;14.0;4;4;0;1;265
25635;0.0;13;13;0;31;265
25634;10.0;6;6;0;27;265
25633;2.0;11;11;0;33;265
25632;5.0;10;10;0;18;265
25631;0.0;12;12;0;32;265
25630;10.0;7;7;0;15;265
25629;9.0;8;8;0;25;265
25628;14.0;5;5;0;17;265
25627;52.0;2;2;1;6;265
25626;43.0;3;3;2;3;265
25625;67.0;1;1;6;22;265
25651;8.0;9;9;0;29;266
25650;17.0;4;4;0;1;266
25649;0.0;13;13;0;31;266
25648;11.0;6;6;0;27;266
25647;2.0;11;11;0;33;266
25646;5.0;10;10;0;18;266
25645;0.0;12;12;0;32;266
25644;10.0;8;8;0;15;266
25643;11.0;7;7;0;25;266
25642;14.0;5;5;0;17;266
25641;52.0;2;2;1;6;266
25640;49.0;3;3;2;3;266
25639;81.0;1;1;7;22;266
25665;9.0;9;9;0;29;267
25664;23.0;4;4;0;1;267
25663;0.0;13;13;0;31;267
25662;11.0;7;7;0;27;267
25661;2.0;11;11;0;33;267
25660;5.0;10;10;0;18;267
25659;0.0;12;12;0;32;267
25658;10.0;8;8;0;15;267
25657;13.0;6;6;0;25;267
25656;14.0;5;5;0;17;267
25655;52.0;3;3;1;6;267
25654;62.0;2;2;3;3;267
25653;85.0;1;1;7;22;267
25679;9.0;9;9;0;29;268
25678;29.0;4;4;0;1;268
25677;0.0;13;13;0;31;268
25676;11.0;7;7;0;27;268
25675;2.0;11;11;0;33;268
25674;5.0;10;10;0;18;268
25673;0.0;12;12;0;32;268
25672;10.0;8;8;0;15;268
25671;13.0;6;6;0;25;268
25670;17.0;5;5;0;17;268
25669;58.0;3;3;1;6;268
25668;73.0;2;2;4;3;268
25667;85.0;1;1;7;22;268
25693;9.0;9;9;0;29;269
25692;34.0;4;4;0;1;269
25691;0.0;13;13;0;31;269
25690;11.0;7;7;0;27;269
25689;2.0;11;11;0;33;269
25688;5.0;10;10;0;18;269
25687;0.0;12;12;0;32;269
25686;10.0;8;8;0;15;269
25685;13.0;6;6;0;25;269
25684;20.0;5;5;0;17;269
25683;58.0;3;3;1;6;269
25682;89.0;1;1;5;3;269
25681;87.0;2;2;7;22;269
25707;9.0;9;9;0;29;270
25706;38.0;4;4;0;1;270
25705;0.0;13;13;0;31;270
25704;11.0;7;7;0;27;270
25703;2.0;11;11;0;33;270
25702;5.0;10;10;0;18;270
25701;0.0;12;12;0;32;270
25700;11.0;8;8;0;15;270
25699;13.0;6;6;0;25;270
25698;23.0;5;5;0;17;270
25697;60.0;3;3;1;6;270
25696;95.0;2;2;5;3;270
25695;97.0;1;1;8;22;270
25721;9.0;9;9;0;29;271
25720;38.0;4;4;0;1;271
25719;0.0;13;13;0;31;271
25718;11.0;8;8;0;27;271
25717;2.0;11;11;0;33;271
25716;5.0;10;10;0;18;271
25715;0.0;12;12;0;32;271
25714;12.0;7;7;0;15;271
25713;13.0;6;6;0;25;271
25712;25.0;5;5;0;17;271
25711;64.0;3;3;1;6;271
25710;108.0;1;1;6;3;271
25709;103.0;2;2;8;22;271
25511;9.0;9;9;0;29;272
25510;42.0;4;4;0;1;272
25509;0.0;13;13;0;31;272
25508;13.0;6;6;0;27;272
25507;2.0;11;11;0;33;272
25506;5.0;10;10;0;18;272
25505;0.0;12;12;0;32;272
25504;12.0;8;8;0;15;272
25503;13.0;7;7;0;25;272
25502;28.0;5;5;0;17;272
25501;71.0;3;3;1;6;272
25500;118.0;1;1;7;3;272
25499;103.0;2;2;8;22;272
4641;0.0;7;7;0;29;273
4640;1.0;6;6;0;6;273
4639;2.0;5;5;0;15;273
4638;3.0;4;4;0;18;273
4637;4.0;3;3;0;27;273
4636;6.0;2;2;0;1;273
4635;10.0;1;1;1;3;273
4652;0.0;11;11;0;26;274
4651;0.0;10;10;0;33;274
4650;4.0;5;5;0;32;274
4649;4.0;4;4;0;22;274
4648;0.0;9;9;0;29;274
4647;1.0;8;8;0;6;274
4646;2.0;7;7;0;15;274
4645;3.0;6;6;0;18;274
4644;6.0;3;3;0;27;274
4643;16.0;1;1;1;1;274
4642;16.0;2;2;1;3;274
4664;0.0;11;11;0;17;275
4663;0.0;12;12;0;26;275
4662;0.0;9;9;0;33;275
4661;7.0;3;3;0;32;275
4660;6.0;4;4;0;22;275
4659;0.0;10;10;0;29;275
4658;1.0;8;8;0;6;275
4657;2.0;7;7;0;15;275
4656;4.0;6;6;0;18;275
4655;6.0;5;5;0;27;275
4654;26.0;1;1;2;1;275
4653;26.0;2;2;1;3;275
4676;0.0;12;12;0;17;276
4675;0.0;11;11;0;26;276
4674;2.0;8;8;0;33;276
4673;7.0;5;5;0;32;276
4672;12.0;3;3;0;22;276
4671;0.0;10;10;0;29;276
4670;1.0;9;9;0;6;276
4669;5.0;6;6;0;15;276
4668;5.0;7;7;0;18;276
4667;10.0;4;4;0;27;276
4666;26.0;2;2;2;1;276
4665;36.0;1;1;2;3;276
4688;0.0;12;12;0;17;277
4687;0.0;11;11;0;26;277
4686;2.0;8;8;0;33;277
4685;7.0;5;5;0;32;277
4684;19.0;3;3;0;22;277
4683;0.0;10;10;0;29;277
4682;2.0;9;9;0;6;277
4681;5.0;6;6;0;15;277
4680;5.0;7;7;0;18;277
4679;10.0;4;4;0;27;277
4678;34.0;2;2;2;1;277
4677;46.0;1;1;3;3;277
4701;0.0;13;13;0;25;278
4700;0.0;12;12;0;17;278
4699;0.0;11;11;0;26;278
4698;2.0;9;9;0;33;278
4697;7.0;5;5;0;32;278
4696;19.0;3;3;0;22;278
4695;0.0;10;10;0;29;278
4694;6.0;7;7;0;6;278
4693;5.0;8;8;0;15;278
4692;7.0;6;6;0;18;278
4691;11.0;4;4;0;27;278
4690;44.0;2;2;3;1;278
4689;55.0;1;1;3;3;278
4727;0.0;13;13;0;25;280
4726;0.0;11;11;0;17;280
4714;0.0;13;13;0;25;279
4713;0.0;12;12;0;17;279
4712;0.0;11;11;0;26;279
4711;2.0;9;9;0;33;279
4710;7.0;6;6;0;32;279
4709;25.0;3;3;0;22;279
4708;0.0;10;10;0;29;279
4707;9.0;5;5;0;6;279
4706;6.0;8;8;0;15;279
4705;7.0;7;7;0;18;279
4704;13.0;4;4;0;27;279
4703;44.0;2;2;3;1;279
4702;69.0;1;1;4;3;279
4725;0.0;12;12;0;26;280
4724;2.0;9;9;0;33;280
4723;7.0;6;6;0;32;280
4722;29.0;3;3;0;22;280
4721;0.0;10;10;0;29;280
4720;9.0;5;5;0;6;280
4719;6.0;8;8;0;15;280
4718;7.0;7;7;0;18;280
4717;15.0;4;4;0;27;280
4716;48.0;2;2;3;1;280
4715;85.0;1;1;5;3;280
4740;0.0;13;13;0;25;281
4739;0.0;11;11;0;17;281
4738;0.0;12;12;0;26;281
4737;2.0;9;9;0;33;281
4736;10.0;5;5;0;32;281
4735;39.0;3;3;0;22;281
4734;1.0;10;10;0;29;281
4733;9.0;6;6;0;6;281
4732;6.0;8;8;0;15;281
4731;7.0;7;7;0;18;281
4730;15.0;4;4;0;27;281
4729;50.0;2;2;3;1;281
4728;95.0;1;1;6;3;281
4753;0.0;13;13;0;25;282
4752;0.0;11;11;0;17;282
4751;0.0;12;12;0;26;282
4750;2.0;9;9;0;33;282
4749;10.0;6;6;0;32;282
4748;47.0;3;3;0;22;282
4747;1.0;10;10;0;29;282
4746;10.0;5;5;0;6;282
4745;6.0;8;8;0;15;282
4744;7.0;7;7;0;18;282
4743;19.0;4;4;0;27;282
4742;53.0;2;2;3;1;282
4741;105.0;1;1;7;3;282
4766;0.0;13;13;0;25;283
4765;0.0;11;11;0;17;283
4764;0.0;12;12;0;26;283
4763;2.0;10;10;0;33;283
4762;10.0;6;6;0;32;283
4761;53.0;3;3;0;22;283
4760;4.0;9;9;0;29;283
4759;14.0;5;5;0;6;283
4758;7.0;8;8;0;15;283
4757;7.0;7;7;0;18;283
4756;21.0;4;4;0;27;283
4755;53.0;2;2;3;1;283
4754;115.0;1;1;8;3;283
4779;0.0;13;13;0;25;284
4778;0.0;11;11;0;17;284
4777;0.0;12;12;0;26;284
4776;2.0;10;10;0;33;284
4775;12.0;6;6;0;32;284
4774;60.0;2;2;0;22;284
4773;4.0;9;9;0;29;284
4772;14.0;5;5;0;6;284
4771;7.0;8;8;0;15;284
4770;7.0;7;7;0;18;284
4769;21.0;4;4;0;27;284
4768;56.0;3;3;3;1;284
4767;129.0;1;1;9;3;284
4792;0.0;13;13;0;25;285
4791;0.0;11;11;0;17;285
4790;0.0;12;12;0;26;285
4789;3.0;10;10;0;33;285
4788;12.0;6;6;0;32;285
4787;62.0;2;2;0;22;285
4786;4.0;9;9;0;29;285
4785;20.0;5;5;0;6;285
4784;10.0;7;7;0;15;285
4783;7.0;8;8;0;18;285
4782;21.0;4;4;0;27;285
4781;60.0;3;3;3;1;285
4780;139.0;1;1;10;3;285
4805;0.0;13;13;0;25;286
4804;0.0;11;11;0;17;286
4803;0.0;12;12;0;26;286
4802;3.0;10;10;0;33;286
4801;12.0;6;6;0;32;286
4800;72.0;2;2;1;22;286
4799;4.0;9;9;0;29;286
4798;23.0;4;4;0;6;286
4797;12.0;7;7;0;15;286
4796;7.0;8;8;0;18;286
4795;22.0;5;5;0;27;286
4794;60.0;3;3;3;1;286
4793;149.0;1;1;10;3;286
4818;0.0;13;13;0;25;287
4817;3.0;11;11;0;17;287
4816;0.0;12;12;0;26;287
4815;3.0;10;10;0;33;287
4814;12.0;6;6;0;32;287
4813;72.0;3;3;1;22;287
4812;4.0;9;9;0;29;287
4811;23.0;4;4;0;6;287
4810;12.0;7;7;0;15;287
4809;7.0;8;8;0;18;287
4808;22.0;5;5;0;27;287
4807;74.0;2;2;4;1;287
4806;158.0;1;1;10;3;287
4831;0.0;13;13;0;25;288
4830;3.0;11;11;0;17;288
4829;0.0;12;12;0;26;288
4828;3.0;10;10;0;33;288
4827;12.0;6;6;0;32;288
4826;72.0;3;3;1;22;288
4825;4.0;9;9;0;29;288
4824;28.0;4;4;0;6;288
4823;12.0;7;7;0;15;288
4822;7.0;8;8;0;18;288
4821;23.0;5;5;0;27;288
4820;84.0;2;2;5;1;288
4819;168.0;1;1;10;3;288
3254;0.0;8;8;0;33;289
3252;0.0;6;6;0;29;289
3255;0.0;9;9;0;34;289
3253;0.0;7;7;0;17;289
3251;0.0;5;5;0;27;289
3250;1.0;4;4;0;32;289
3249;3.0;3;3;0;22;289
3248;6.0;2;2;0;1;289
3247;16.0;1;1;1;3;289
3256;32.0;1;1;2;3;290
3257;9.0;2;2;0;1;290
3258;7.0;3;3;0;22;290
3259;2.0;5;5;0;32;290
3260;0.0;6;6;0;27;290
3261;0.0;7;7;0;29;290
3262;0.0;10;10;0;17;290
3263;0.0;9;9;0;33;290
3264;0.0;11;11;0;34;290
3265;2.0;4;4;0;25;290
3266;0.0;8;8;0;35;290
3267;48.0;1;1;3;3;291
3268;9.0;3;3;0;1;291
3269;11.0;2;2;0;22;291
3270;2.0;6;6;0;32;291
3271;0.0;8;8;0;27;291
3272;1.0;7;7;0;29;291
3273;0.0;12;12;0;17;291
3274;0.0;11;11;0;33;291
3275;0.0;13;13;0;34;291
3276;2.0;5;5;0;25;291
3277;0.0;10;10;0;35;291
3278;5.0;4;4;0;6;291
3279;0.0;9;9;0;18;291
3322;74.0;1;1;5;3;293
3321;0.0;11;11;0;37;292
3320;0.0;10;10;0;18;292
3319;9.0;4;4;0;6;292
3318;1.0;8;8;0;35;292
3317;2.0;6;6;0;25;292
3310;17.0;2;2;0;22;292
3311;2.0;7;7;0;32;292
3312;0.0;9;9;0;27;292
3313;3.0;5;5;0;29;292
3314;0.0;13;13;0;17;292
3315;0.0;12;12;0;33;292
3316;0.0;14;14;0;34;292
3309;12.0;3;3;0;1;292
3308;58.0;1;1;4;3;292
3323;16.0;3;3;0;1;293
3324;20.0;2;2;0;22;293
3325;2.0;7;7;0;32;293
3326;0.0;9;9;0;27;293
3327;5.0;5;5;0;29;293
3328;0.0;10;10;0;17;293
3329;0.0;13;13;0;33;293
3330;0.0;14;14;0;34;293
3331;2.0;6;6;0;25;293
3332;2.0;8;8;0;35;293
3333;9.0;4;4;0;6;293
3334;0.0;11;11;0;18;293
3335;0.0;12;12;0;37;293
3336;84.0;1;1;5;3;294
3337;26.0;2;2;1;1;294
3338;25.0;3;3;0;22;294
3339;2.0;7;7;0;32;294
3340;0.0;11;11;0;27;294
3341;5.0;5;5;0;29;294
3342;0.0;12;12;0;17;294
3343;1.0;9;9;0;33;294
3344;0.0;14;14;0;34;294
3345;2.0;6;6;0;25;294
3346;2.0;8;8;0;35;294
3347;9.0;4;4;0;6;294
3348;0.0;10;10;0;18;294
3349;0.0;13;13;0;37;294
3350;84.0;1;1;5;3;295
3351;36.0;2;2;2;1;295
3352;31.0;3;3;0;22;295
3353;2.0;8;8;0;32;295
3354;1.0;10;10;0;27;295
3355;5.0;5;5;0;29;295
3356;0.0;13;13;0;17;295
3357;1.0;11;11;0;33;295
3358;0.0;14;14;0;34;295
3359;4.0;6;6;0;25;295
3360;2.0;9;9;0;35;295
3361;13.0;4;4;0;6;295
3362;0.0;12;12;0;18;295
3363;3.0;7;7;0;37;295
3364;100.0;1;1;6;3;296
3365;36.0;2;2;2;1;296
3366;35.0;3;3;0;22;296
3367;6.0;5;5;0;32;296
3368;3.0;9;9;0;27;296
3369;5.0;6;6;0;29;296
3370;0.0;13;13;0;17;296
3371;1.0;11;11;0;33;296
3372;0.0;14;14;0;34;296
3373;4.0;7;7;0;25;296
3374;2.0;10;10;0;35;296
3375;13.0;4;4;0;6;296
3376;0.0;12;12;0;18;296
3377;3.0;8;8;0;37;296
3378;116.0;1;1;7;3;297
3379;38.0;3;3;2;1;297
3380;42.0;2;2;0;22;297
3381;7.0;5;5;0;32;297
3382;3.0;9;9;0;27;297
3383;5.0;6;6;0;29;297
3384;0.0;13;13;0;17;297
3385;1.0;11;11;0;33;297
3386;0.0;14;14;0;34;297
3387;4.0;7;7;0;25;297
3388;2.0;10;10;0;35;297
3389;13.0;4;4;0;6;297
3390;0.0;12;12;0;18;297
3391;3.0;8;8;0;37;297
3392;0.0;15;15;0;36;297
3393;126.0;1;1;8;3;298
3394;44.0;3;3;2;1;298
3395;49.0;2;2;0;22;298
3396;7.0;5;5;0;32;298
3397;4.0;8;8;0;27;298
3398;5.0;6;6;0;29;298
3399;0.0;13;13;0;17;298
3400;1.0;11;11;0;33;298
3401;0.0;14;14;0;34;298
3402;4.0;7;7;0;25;298
3403;2.0;10;10;0;35;298
3404;15.0;4;4;0;6;298
3405;0.0;12;12;0;18;298
3406;3.0;9;9;0;37;298
3407;0.0;15;15;0;36;298
3408;132.0;1;1;8;3;299
3409;58.0;2;2;3;1;299
3410;51.0;3;3;0;22;299
3411;10.0;5;5;0;32;299
3412;4.0;8;8;0;27;299
3413;5.0;6;6;0;29;299
3414;0.0;13;13;0;17;299
3415;1.0;11;11;0;33;299
3416;0.0;14;14;0;34;299
3417;4.0;7;7;0;25;299
3418;2.0;10;10;0;35;299
3419;16.0;4;4;0;6;299
3420;0.0;12;12;0;18;299
3421;3.0;9;9;0;37;299
3422;0.0;15;15;0;36;299
3423;142.0;1;1;8;3;300
3424;60.0;3;3;3;1;300
3425;64.0;2;2;1;22;300
3426;11.0;5;5;0;32;300
3427;4.0;8;8;0;27;300
3428;5.0;6;6;0;29;300
3429;0.0;13;13;0;17;300
3430;1.0;11;11;0;33;300
3431;0.0;15;15;0;34;300
3432;4.0;7;7;0;25;300
3433;2.0;10;10;0;35;300
3434;16.0;4;4;0;6;300
3435;0.0;12;12;0;18;300
3436;3.0;9;9;0;37;300
3437;0.0;14;14;0;36;300
3438;144.0;1;1;8;3;301
3439;73.0;3;3;4;1;301
3440;74.0;2;2;1;22;301
3441;11.0;5;5;0;32;301
3442;4.0;8;8;0;27;301
3443;5.0;6;6;0;29;301
3444;0.0;13;13;0;17;301
3445;1.0;11;11;0;33;301
3446;0.0;15;15;0;34;301
3447;5.0;7;7;0;25;301
3448;2.0;10;10;0;35;301
3449;16.0;4;4;0;6;301
3450;0.0;12;12;0;18;301
3451;3.0;9;9;0;37;301
3452;0.0;14;14;0;36;301
3453;154.0;1;1;9;3;302
3454;83.0;2;2;4;1;302
3455;77.0;3;3;1;22;302
3456;13.0;5;5;0;32;302
3457;4.0;8;8;0;27;302
