id;fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
1637;30;6;1:31.131;203.364;1638
1638;29;5;1:31.065;203.511;1639
1639;23;7;1:31.413;202.737;1640
1640;37;10;1:31.893;201.678;1641
1641;43;8;1:31.424;202.712;1642
1642;37;14;1:32.729;199.859;1643
1643;55;11;1:32.121;201.178;1644
1644;12;13;1:32.506;200.341;1645
1645;14;16;1:32.804;199.698;1646
1646;27;15;1:32.772;199.767;1647
1647;7;18;1:35.555;193.949;1648
1648;46;17;1:34.666;195.770;1649
1649;11;2;1:30.004;205.910;1650
1650;14;12;1:32.337;200.708;1651
1651;2;9;1:31.670;202.168;1652
1654;18;2;1:13.630;213.222;1655
1655;68;1;1:13.622;213.246;1656
1656;68;5;1:14.246;211.453;1657
1657;47;9;1:15.078;209.110;1658
1658;44;7;1:14.752;210.022;1659
1659;55;10;1:15.478;208.002;1660
1660;42;16;1:16.300;205.761;1661
1661;18;14;1:15.890;206.873;1662
1662;45;13;1:15.731;207.307;1663
1663;64;18;1:17.516;202.533;1664
1664;25;11;1:15.560;207.776;1665
1665;25;8;1:15.076;209.116;1666
1666;41;4;1:14.179;211.644;1667
1667;25;19;1:18.025;201.212;1668
1668;6;17;1:16.739;204.584;1669
1670;70;3;1:14.040;212.042;1671
1671;69;6;1:14.295;211.314;1672
1672;39;12;1:15.652;207.523;1673
1673;23;15;1:16.045;206.451;1674
1674;8;2;1:10.412;214.327;1675
1675;7;1;1:10.399;214.366;1676
1676;47;3;1:10.727;213.372;1677
1677;45;6;1:11.187;211.993;1678
1678;46;4;1:10.933;212.752;1679
1679;59;8;1:11.248;211.812;1680
1680;44;13;1:12.155;209.149;1681
1681;39;16;1:14.097;203.668;1682
1682;44;11;1:12.129;209.225;1683
1683;46;12;1:12.140;209.193;1684
1684;37;9;1:11.255;211.791;1685
1685;37;15;1:13.095;206.460;1686
1686;22;5;1:11.025;212.477;1687
1687;8;14;1:12.872;207.091;1688
1688;8;10;1:11.982;209.652;1689
1689;8;7;1:11.236;211.847;1690
1694;32;1;1:15.377;210.669;1695
1695;34;2;1:15.551;210.183;1696
1696;50;6;1:16.035;208.845;1697
1697;15;9;1:16.248;208.262;1698
1698;50;5;1:15.971;209.021;1699
1699;11;10;1:16.303;208.112;1700
1700;30;3;1:15.791;209.518;1701
1701;48;8;1:16.140;208.557;1702
1702;53;4;1:15.956;209.063;1703
1703;56;7;1:16.070;208.749;1704
1704;37;13;1:16.852;206.625;1705
1705;22;11;1:16.699;207.037;1706
1706;23;16;1:17.388;205.194;1707
1707;49;14;1:16.937;206.397;1708
1708;53;15;1:17.069;206.043;1709
1709;26;18;1:18.627;201.961;1710
1710;15;17;1:17.641;204.525;1711
1711;52;19;1:18.932;201.180;1712
1712;13;20;1:19.659;199.344;1713
1713;14;12;1:16.809;206.741;1714
1714;14;1;1:18.739;235.049;1715
1715;10;4;1:19.554;232.641;1716
1716;8;2;1:19.296;233.398;1717
1717;10;3;1:19.488;232.835;1718
1718;26;6;1:19.968;231.437;1719
1719;22;5;1:19.813;231.887;1720
1720;25;10;1:20.547;229.773;1721
1721;11;12;1:20.768;229.145;1722
1722;58;9;1:20.484;229.953;1723
1723;39;8;1:20.442;230.073;1724
1724;12;14;1:20.790;229.082;1725
1725;58;7;1:20.434;230.096;1726
1726;35;13;1:20.768;229.145;1727
1727;10;15;1:20.956;228.613;1728
1728;17;16;1:21.720;226.475;1729
1729;33;19;1:24.296;219.554;1730
1730;13;17;1:22.146;225.301;1731
1731;34;11;1:20.655;229.466;1732
1732;12;20;1:24.317;219.500;1733
1733;4;18;1:23.131;222.631;1734
1734;5;2;1:13.783;223.173;1735
1735;11;3;1:14.117;222.167;1736
1736;8;5;1:14.265;221.724;1737
1737;8;8;1:14.558;220.853;1738
1738;10;7;1:14.446;221.185;1739
1739;65;11;1:14.883;219.895;1740
1740;65;10;1:14.586;220.770;1741
1741;29;9;1:14.585;220.773;1742
1742;39;15;1:15.635;217.708;1743
1743;33;13;1:15.045;219.420;1744
1744;9;6;1:14.386;221.364;1745
1745;59;12;1:14.963;219.660;1746
1746;61;17;1:16.248;215.958;1747
1747;59;4;1:14.247;221.778;1748
1748;63;16;1:16.058;216.497;1749
1749;18;20;1:18.760;209.070;1750
1750;52;19;1:18.372;210.105;1751
1751;20;18;1:16.903;214.119;1752
1752;20;14;1:15.145;219.128;1753
1753;10;1;1:13.780;223.182;1754
1754;29;1;1:19.071;199.461;1755
1755;29;2;1:19.213;199.103;1756
1756;49;3;1:20.275;196.469;1757
1757;49;7;1:20.715;195.398;1758
1758;47;4;1:20.425;196.103;1759
1759;10;10;1:21.030;194.639;1760
1760;48;5;1:20.501;195.918;1761
1761;53;9;1:21.022;194.658;1762
1762;67;11;1:21.134;194.389;1763
1763;45;8;1:20.825;195.132;1764
1764;50;12;1:21.310;193.968;1765
1765;68;13;1:21.518;193.473;1766
1766;45;17;1:22.530;191.101;1767
1767;65;19;1:24.601;186.423;1768
1768;63;20;1:24.855;185.865;1769
1769;43;18;1:22.927;190.186;1770
1770;10;6;1:20.705;195.422;1771
1771;13;16;1:22.525;191.112;1772
1772;14;15;1:21.856;192.674;1773
1773;6;14;1:21.678;193.094;1774
1774;42;1;1:45.108;238.931;1775
1775;28;2;1:45.503;238.036;1776
1776;43;3;1:45.666;237.669;1777
1777;29;13;1:47.624;233.345;1778
1778;11;9;1:46.758;235.238;1779
1779;11;11;1:47.509;233.595;1780
1780;11;7;1:46.579;235.633;1781
1781;29;14;1:47.765;233.040;1782
1782;9;5;1:45.898;237.148;1783
1783;26;12;1:47.576;233.449;1784
1784;40;15;1:50.471;227.332;1785
1785;36;6;1:46.547;235.704;1786
1786;26;8;1:46.740;235.278;1787
1787;26;10;1:47.151;234.375;1788
1788;25;16;1:51.031;226.185;1789
1789;9;4;1:45.870;237.211;1790
1794;41;1;1:21.046;257.320;1795
1795;35;2;1:21.361;256.324;1796
1796;13;6;1:22.671;252.262;1797
1797;32;5;1:22.660;252.296;1798
1798;32;10;1:22.929;251.477;1799
1799;24;9;1:22.889;251.599;1800
1800;32;3;1:22.246;253.566;1801
1801;51;4;1:22.615;252.433;1802
1802;53;12;1:23.090;250.990;1803
1803;52;7;1:22.855;251.702;1804
1804;52;14;1:23.410;250.027;1805
1805;50;11;1:22.941;251.441;1806
1806;29;15;1:23.432;249.961;1807
1807;23;17;1:24.166;247.781;1808
1808;31;18;1:26.356;241.497;1809
1809;31;8;1:22.881;251.623;1810
1810;13;16;1:24.061;248.091;1811
1811;24;19;1:26.371;241.456;1812
1812;11;13;1:23.365;250.162;1813
1814;28;2;1:32.455;212.250;1815
1815;33;4;1:32.935;211.154;1816
1816;53;3;1:32.876;211.288;1817
1817;55;10;1:33.625;209.597;1818
1818;34;5;1:33.108;210.761;1819
1819;36;8;1:33.533;209.804;1820
1820;25;7;1:33.520;209.833;1821
1821;43;6;1:33.483;209.916;1822
1822;26;11;1:33.727;209.369;1823
1823;32;15;1:34.893;206.797;1824
1824;55;17;1:34.950;206.672;1825
1825;55;1;1:32.238;212.749;1826
1826;55;14;1:34.717;207.181;1827
1827;51;13;1:34.603;207.431;1828
1828;54;16;1:34.931;206.714;1829
1829;51;20;1:37.578;201.106;1830
1830;23;19;1:37.377;201.521;1831
1831;31;9;1:33.546;209.774;1832
1832;24;12;1:34.269;208.165;1833
1833;10;18;1:36.888;202.539;1834
1834;41;2;1:32.796;225.281;1835
1835;23;3;1:33.467;223.663;1836
1836;33;7;1:33.819;222.824;1837
1837;28;5;1:33.742;223.007;1838
1838;29;12;1:34.279;221.737;1839
1839;35;10;1:33.920;222.585;1840
1840;30;6;1:33.779;222.919;1841
1841;44;8;1:33.850;222.751;1842
1842;40;4;1:33.614;223.312;1843
1843;28;16;1:35.290;219.385;1844
1844;52;14;1:34.626;220.924;1845
1845;32;15;1:35.261;219.451;1846
1846;25;17;1:35.524;218.847;1847
1847;11;13;1:34.438;221.364;1848
1848;14;18;1:36.667;216.259;1849
1849;27;19;1:39.352;210.415;1850
1850;26;20;1:39.434;210.241;1851
1851;14;9;1:33.917;222.592;1852
1852;30;1;1:32.730;225.441;1853
1853;13;11;1:34.229;221.855;1854
1854;49;1;1:11.473;217.038;1855
1855;52;2;1:11.562;216.768;1856
1856;22;3;1:11.672;216.435;1857
1857;42;9;1:12.118;215.097;1858
1858;23;5;1:11.764;216.158;1859
1859;51;7;1:11.941;215.626;1860
1860;49;4;1:11.763;216.161;1861
1861;68;8;1:12.066;215.252;1862
1862;69;6;1:11.877;215.818;1863
1863;68;10;1:12.210;214.823;1864
1864;40;12;1:12.522;213.899;1865
1865;65;11;1:12.435;214.156;1866
1866;69;14;1:12.961;212.612;1867
1867;49;13;1:12.891;212.816;1868
1868;68;16;1:13.905;209.896;1869
1869;45;17;1:14.743;207.543;1870
1870;50;18;1:14.756;207.507;1871
1871;20;15;1:13.197;211.926;1872
1872;11;19;1:15.855;204.500;1873
1873;2;20;1:24.440;183.709;1874
7553;17;3;1:28.020;216.891;7554
7554;43;14;1:29.066;214.344;7555
7555;50;10;1:28.916;214.706;7556
7556;53;6;1:28.416;215.920;7557
7557;53;9;1:28.712;215.199;7558
7558;48;1;1:27.706;217.668;7559
7559;34;16;1:29.230;213.950;7560
7560;50;17;1:29.823;212.537;7561
7561;43;11;1:28.943;214.640;7562
7562;48;5;1:28.283;216.245;7563
7563;51;12;1:29.005;214.491;7564
7564;38;8;1:28.508;215.695;7565
7565;8;4;1:28.140;216.596;7566
7566;36;2;1:27.988;216.970;7567
7567;35;7;1:28.488;215.744;7568
7568;30;15;1:29.141;214.164;7569
7569;17;19;1:30.502;210.943;7570
7570;6;18;1:29.923;212.301;7571
7572;39;13;1:29.020;214.455;7573
7573;18;1;1:36.641;206.483;7574
7574;17;10;1:39.084;201.392;7575
7575;18;16;1:39.406;200.740;7576
7576;12;3;1:37.591;204.473;7577
7577;17;2;1:37.484;204.698;7578
7578;14;5;1:37.672;204.304;7579
7579;17;11;1:39.141;201.276;7580
7580;13;4;1:37.598;204.459;7581
7581;17;13;1:39.250;201.055;7582
7582;17;12;1:39.242;201.072;7583
7583;17;9;1:39.006;201.551;7584
7584;17;15;1:39.387;200.778;7585
7585;18;14;1:39.268;201.019;7586
7586;17;7;1:38.453;202.683;7587
7587;10;6;1:38.427;202.737;7588
7588;16;8;1:38.938;201.689;7589
7589;17;18;1:39.464;200.623;7590
7590;16;17;1:39.407;200.738;7591
7593;42;2;1:52.627;174.235;7594
7594;42;4;1:52.980;173.690;7595
7595;44;6;1:53.546;172.825;7596
7596;42;1;1:52.592;174.289;7597
7597;41;10;1:54.516;171.361;7598
7598;39;12;1:54.665;171.138;7599
7599;42;3;1:52.703;174.117;7600
7600;42;11;1:54.590;171.250;7601
7601;38;9;1:54.481;171.413;7602
7602;38;15;1:55.396;170.054;7603
7603;43;5;1:53.474;172.934;7604
7604;40;7;1:54.158;171.898;7605
7605;44;14;1:55.350;170.122;7606
7606;37;18;1:56.239;168.821;7607
7607;55;8;1:54.243;171.770;7608
7608;42;16;1:55.535;169.849;7609
7609;41;13;1:54.777;170.971;7610
7610;38;17;1:56.167;168.925;7611
7611;16;19;1:56.484;168.466;7612
7612;14;20;2:00.330;163.081;7613
7613;11;3;1:34.588;205.979;7614
7614;16;4;1:34.756;205.614;7615
7615;10;1;1:34.556;206.049;7616
7616;13;6;1:34.915;205.269;7617
7617;25;5;1:34.901;205.300;7618
7618;42;11;1:35.498;204.016;7619
7619;6;2;1:34.574;206.010;7620
7620;29;14;1:35.722;203.539;7621
7621;37;15;1:35.816;203.339;7622
7622;37;10;1:35.441;204.138;7623
7623;50;8;1:35.165;204.730;7624
7624;54;12;1:35.520;203.969;7625
7625;30;9;1:35.410;204.205;7626
7626;41;7;1:35.065;204.946;7627
7627;9;19;1:36.376;202.158;7628
7628;28;18;1:36.219;202.488;7629
7629;38;20;1:36.473;201.954;7630
7630;50;13;1:35.706;203.573;7631
7631;52;16;1:35.924;203.110;7632
7632;39;17;1:36.153;202.627;7633
7633;17;2;1:22.899;202.149;7634
7634;28;1;1:22.762;202.484;7635
7635;18;5;1:23.112;201.631;7636
7636;41;4;1:23.090;201.684;7637
7637;14;6;1:23.420;200.887;7638
7638;14;3;1:23.089;201.687;7639
7639;29;10;1:23.878;199.790;7640
7640;24;7;1:23.621;200.404;7641
7641;29;9;1:23.839;199.883;7642
7642;44;12;1:24.134;199.182;7643
7643;26;11;1:24.078;199.314;7644
7644;41;14;1:24.286;198.823;7645
7645;38;13;1:24.155;199.132;7646
7646;63;8;1:23.796;199.985;7647
7647;16;15;1:24.490;198.342;7648
7648;6;16;1:28.719;188.888;7649
7653;49;2;1:15.190;159.914;7654
7654;46;7;1:15.685;158.868;7655
7655;47;5;1:15.382;159.507;7656
7656;50;1;1:15.154;159.991;7657
7657;45;3;1:15.321;159.636;7658
7658;48;9;1:15.772;158.686;7659
7659;64;4;1:15.371;159.530;7660
7660;47;13;1:16.178;157.840;7661
7661;74;16;1:16.419;157.343;7662
7662;72;12;1:16.066;158.073;7663
7663;49;15;1:16.268;157.654;7664
7664;65;8;1:15.706;158.824;7665
7665;57;11;1:16.011;158.187;7666
7666;66;14;1:16.245;157.702;7667
7667;73;10;1:15.792;158.644;7668
7668;48;6;1:15.672;158.896;7669
7669;25;17;1:17.558;155.032;7670
7670;15;18;1:17.634;154.880;7671
7671;7;19;1:18.514;153.144;7672
7672;7;20;1:18.582;153.012;7673
7673;40;1;1:27.579;219.422;7674
7674;42;3;1:27.809;218.847;7675
7675;51;2;1:27.622;219.314;7676
7676;40;4;1:27.868;218.700;7677
7677;36;11;1:28.222;217.823;7678
7678;41;9;1:28.176;217.936;7679
7679;58;7;1:28.008;218.352;7680
7680;56;5;1:27.883;218.663;7681
7681;58;8;1:28.061;218.221;7682
7682;57;13;1:28.389;217.411;7683
7683;43;10;1:28.214;217.842;7684
7684;58;6;1:27.988;218.402;7685
7685;53;15;1:28.562;216.986;7686
7686;41;18;1:29.174;215.497;7687
7687;57;16;1:28.624;216.835;7688
7688;45;12;1:28.340;217.532;7689
7689;55;19;1:29.192;215.454;7690
7690;53;17;1:29.022;215.865;7691
7691;37;14;1:28.526;217.075;7692
7692;3;20;1:34.070;204.281;7693
7693;16;1;1:20.735;229.238;7694
7694;57;2;1:20.915;228.728;7695
7695;18;5;1:21.429;227.285;7696
7696;22;6;1:21.509;227.062;7697
7697;17;3;1:21.054;228.336;7698
7698;54;4;1:21.189;227.956;7699
7699;17;9;1:21.806;226.237;7700
7700;14;7;1:21.656;226.653;7701
7701;51;8;1:21.671;226.611;7702
7702;20;10;1:21.810;226.226;7703
7703;14;11;1:21.845;226.129;7704
7704;25;17;1:22.505;224.320;7705
7705;41;14;1:22.182;225.202;7706
7706;36;12;1:21.852;226.110;7707
7707;59;13;1:21.956;225.823;7708
7708;24;18;1:22.576;224.128;7709
7709;50;20;1:23.475;221.714;7710
7710;24;19;1:22.711;223.762;7711
7711;26;16;1:22.466;224.427;7712
7712;32;15;1:22.418;224.557;7713
7713;37;3;1:34.003;197.151;7714
7714;42;4;1:34.089;196.970;7715
7715;53;8;1:34.458;196.201;7716
7716;50;7;1:34.403;196.315;7717
7717;53;6;1:34.252;196.630;7718
7718;54;11;1:34.676;195.749;7719
7719;49;1;1:33.365;198.498;7720
7720;59;17;1:35.524;194.011;7721
7721;40;16;1:35.369;194.327;7722
7722;42;10;1:34.559;195.991;7723
7723;54;13;1:35.301;194.465;7724
7724;49;5;1:34.238;196.659;7725
7725;46;12;1:34.876;195.337;7726
7726;47;9;1:34.537;196.037;7727
7727;43;14;1:35.366;194.333;7728
7728;24;19;1:36.279;192.490;7729
7729;52;2;1:33.654;197.885;7730
7730;46;15;1:35.367;194.331;7731
7731;4;18;1:36.080;192.889;7732
7732;10;20;1:37.498;190.083;7733
7733;16;4;1:22.479;191.219;7734
7734;70;2;1:22.434;191.323;7735
7735;65;1;1:21.931;192.498;7736
7736;65;3;1:22.468;191.245;7737
7737;63;8;1:22.958;190.115;7738
7738;63;5;1:22.506;191.157;7739
7739;57;6;1:22.706;190.694;7740
7740;65;13;1:23.261;189.423;7741
7741;55;11;1:23.180;189.608;7742
7742;55;9;1:23.024;189.964;7743
7743;65;14;1:23.282;189.375;7744
7744;65;15;1:23.418;189.067;7745
7745;65;12;1:23.224;189.507;7746
7746;40;10;1:23.174;189.621;7747
7747;69;16;1:23.444;189.008;7748
7748;69;7;1:22.955;190.122;7749
7749;18;17;1:23.457;188.978;7750
7750;4;18;1:23.529;188.815;7751
7753;39;3;1:38.990;197.074;7754
7754;57;4;1:39.056;196.943;7755
7755;39;5;1:39.207;196.643;7756
7756;56;7;1:39.341;196.378;7757
7757;52;6;1:39.329;196.401;7758
7758;46;10;1:39.494;196.076;7759
7759;46;2;1:38.874;197.305;7760
7760;55;8;1:39.374;196.312;7761
7761;50;11;1:39.528;196.009;7762
7762;36;12;1:39.622;195.824;7763
7763;53;13;1:39.704;195.663;7764
7764;53;17;1:40.111;194.867;7765
7765;52;15;1:39.941;195.199;7766
7766;55;1;1:38.683;197.687;7767
7767;41;9;1:39.428;196.206;7768
7768;29;19;1:40.935;193.276;7769
7769;52;18;1:40.590;193.939;7770
7770;53;14;1:39.747;195.578;7771
7771;37;20;1:41.042;193.072;7772
7772;13;16;1:39.992;195.099;7773
7773;42;4;1:47.674;234.173;7774
7774;43;6;1:47.737;234.036;7775
7775;38;1;1:47.263;235.070;7776
7776;41;3;1:47.664;234.195;7777
7777;35;2;1:47.371;234.834;7778
7778;24;13;1:48.348;232.716;7779
7779;37;12;1:48.257;232.912;7780
7780;41;8;1:47.766;233.973;7781
7781;39;9;1:47.783;233.936;7782
7782;40;5;1:47.736;234.038;7783
7783;42;10;1:47.859;233.771;7784
7784;42;7;1:47.763;233.980;7785
7785;42;11;1:48.205;233.024;7786
7786;41;15;1:49.803;229.633;7787
7787;23;14;1:48.634;232.104;7788
7788;16;16;1:50.029;229.161;7789
7793;48;5;1:24.967;245.445;7794
7794;46;4;1:24.935;245.538;7795
7795;36;2;1:24.761;246.042;7796
7796;36;1;1:24.739;246.106;7797
7797;50;8;1:25.199;244.777;7798
7798;51;6;1:25.109;245.036;7799
7799;30;9;1:25.488;243.950;7800
7800;50;7;1:25.194;244.791;7801
7801;28;10;1:25.498;243.921;7802
7802;51;16;1:25.976;242.565;7803
7803;50;14;1:25.751;243.201;7804
7804;52;3;1:24.802;245.923;7805
7805;50;11;1:25.564;243.733;7806
7806;49;13;1:25.700;243.346;7807
7807;51;12;1:25.609;243.605;7808
7808;50;15;1:25.901;242.777;7809
7809;22;17;1:26.041;242.382;7810
7810;17;19;1:27.846;237.401;7811
7811;12;18;1:27.819;237.474;7812
7813;36;2;1:48.345;168.561;7814
7814;34;6;1:48.396;168.482;7815
7815;53;1;1:48.240;168.725;7816
7816;10;7;1:48.398;168.479;7817
7817;54;4;1:48.369;168.524;7818
7818;50;8;1:48.598;168.168;7819
7819;36;11;1:49.283;167.114;7820
7820;44;10;1:48.847;167.784;7821
7821;45;13;1:49.371;166.980;7822
7822;54;5;1:48.391;168.490;7823
7823;9;3;1:48.352;168.550;7824
7824;54;9;1:48.816;167.831;7825
7825;49;14;1:49.417;166.910;7826
7826;48;15;1:49.852;166.249;7827
7827;32;18;1:52.483;162.360;7828
7828;17;16;1:50.636;165.071;7829
7829;35;12;1:49.319;167.059;7830
7830;15;19;1:52.623;162.158;7831
7831;18;17;1:51.346;164.018;7832
7832;2;20;1:57.192;155.836;7833
7833;43;2;1:32.572;225.826;7834
7834;38;4;1:33.152;224.420;7835
7835;13;6;1:33.259;224.162;7836
7836;33;3;1:32.999;224.789;7837
7837;43;9;1:33.595;223.358;7838
7838;13;10;1:33.600;223.346;7839
7839;17;13;1:33.910;222.608;7840
7840;42;5;1:33.251;224.182;7841
7841;44;7;1:33.334;223.982;7842
7842;28;14;1:33.946;222.523;7843
7843;35;12;1:33.801;222.867;7844
7844;33;8;1:33.479;223.635;7845
7845;36;11;1:33.668;223.184;7846
7846;36;16;1:34.294;221.702;7847
7847;26;18;1:34.783;220.558;7848
7848;39;17;1:34.643;220.884;7849
7849;50;1;1:32.569;225.833;7850
7850;34;15;1:34.049;222.279;7851
7851;5;19;1:35.392;219.150;7852
7853;25;1;1:13.733;210.386;7854
7854;38;4;1:14.155;209.188;7855
7855;59;6;1:14.345;208.654;7856
7856;59;2;1:13.890;209.939;7857
7857;46;7;1:14.353;208.631;7858
7858;47;9;1:14.558;208.058;7859
7859;58;10;1:14.563;208.044;7860
7860;20;3;1:13.950;209.768;7861
7861;68;5;1:14.303;208.772;7862
7862;71;11;1:14.676;207.729;7863
7863;55;14;1:14.931;207.022;7864
7864;43;16;1:14.990;206.859;7865
7865;54;12;1:14.789;207.415;7866
7866;59;13;1:14.861;207.216;7867
7867;21;17;1:15.073;206.630;7868
7868;16;8;1:14.370;208.584;7869
7869;19;15;1:14.988;206.865;7870
16066;54;1;1:40.279;199.387;16067
16067;14;5;1:40.571;198.808;16068
16068;49;6;1:40.642;198.668;16069
16069;54;4;1:40.449;199.050;16070
16070;54;7;1:40.672;198.609;16071
16071;55;11;1:40.779;198.398;16072
16072;49;8;1:40.723;198.508;16073
16073;55;2;1:40.326;199.294;16074
16074;49;15;1:40.997;197.970;16075
16075;54;14;1:40.924;198.113;16076
16076;53;18;1:41.316;197.346;16077
16077;54;12;1:40.843;198.272;16078
16078;54;9;1:40.754;198.447;16079
16079;54;10;1:40.757;198.441;16080
16080;54;17;1:41.277;197.422;16081
16081;54;16;1:41.132;197.705;16082
16082;34;13;1:40.904;198.152;16083
16083;47;19;1:42.274;195.498;16084
16084;16;3;1:40.367;199.212;16085
16085;16;20;1:43.318;193.522;16086
20320;45;1;1:58.287;191.706;20323
20321;38;5;1:59.732;189.392;20324
20322;42;4;1:59.560;189.665;20325
20323;32;12;2:00.218;188.627;20326
20324;45;13;2:00.236;188.599;20327
20325;45;11;2:00.204;188.649;20328
20326;45;9;1:59.970;189.017;20329
20327;45;3;1:59.487;189.781;20330
20328;39;7;1:59.906;189.118;20331
20329;47;6;1:59.833;189.233;20332
20330;33;14;2:00.474;188.226;20333
20331;49;2;1:59.393;189.930;20334
20332;28;8;1:59.964;189.026;20335
20333;34;15;2:01.401;186.789;20336
20334;47;17;2:02.701;184.810;20337
20335;41;10;2:00.080;188.844;20338
20336;34;18;2:02.930;184.465;20339
20337;27;16;2:01.650;186.406;20340
20338;14;22;2:09.127;175.613;20341
20339;11;21;2:07.062;178.467;20342
20340;7;19;2:04.307;182.422;20343
20341;4;20;2:05.044;181.347;20344
20342;2;23;2:09.361;175.295;20345
20344;52;6;1:29.291;213.804;20347
20345;52;8;1:29.570;213.138;20348
20346;52;7;1:29.537;213.216;20349
20347;47;10;1:29.707;212.812;20350
20348;53;2;1:28.489;215.742;20351
20349;47;3;1:28.506;215.700;20352
20350;55;9;1:29.685;212.865;20353
20351;58;5;1:29.210;213.998;20354
20352;47;1;1:28.358;216.061;20355
20353;58;4;1:29.185;214.058;20356
20354;49;11;1:29.713;212.798;20357
20355;54;12;1:30.587;210.745;20358
20356;52;14;1:33.638;203.878;20359
20357;48;16;1:35.045;200.860;20360
20358;37;15;1:34.230;202.597;20361
20359;17;17;1:36.607;197.613;20362
20360;22;13;1:31.556;208.515;20363
20361;6;19;1:43.223;184.947;20364
20362;6;18;1:43.132;185.110;20365
20363;4;20;2:27.276;129.626;20366
20368;53;6;1:37.813;204.009;20371
20369;53;1;1:37.054;205.605;20372
20370;53;8;1:38.129;203.352;20373
20371;55;7;1:38.074;203.466;20374
20372;55;9;1:38.160;203.288;20375
20373;32;4;1:37.745;204.151;20376
20374;48;5;1:37.784;204.070;20377
20375;49;10;1:38.501;202.584;20378
20376;44;13;1:39.489;200.572;20379
20377;51;11;1:39.124;201.311;20380
20378;54;3;1:37.610;204.433;20381
20379;46;12;1:39.428;200.695;20382
20380;41;2;1:37.231;205.230;20383
20381;28;18;1:43.224;193.315;20384
20382;40;21;1:44.790;190.426;20385
20383;39;22;1:45.334;189.443;20386
20384;31;20;1:43.753;192.329;20387
20385;44;17;1:42.701;194.299;20388
20386;32;14;1:40.693;198.174;20389
20387;9;16;1:42.594;194.502;20390
20388;9;15;1:42.084;195.474;20391
20389;6;19;1:43.340;193.098;20392
20390;2;23;1:46.388;187.566;20393
20392;14;4;1:42.886;190.731;20395
20393;13;1;1:42.061;192.273;20396
20394;14;5;1:43.245;190.068;20397
20395;14;9;1:44.134;188.445;20398
20396;14;6;1:43.630;189.362;20399
20397;14;2;1:42.358;191.715;20400
20398;14;8;1:43.801;189.050;20401
20399;14;3;1:42.609;191.246;20402
20400;14;13;1:44.594;187.616;20403
20401;14;10;1:44.298;188.149;20404
20402;14;11;1:44.364;188.030;20405
20403;17;14;1:45.559;185.901;20406
20404;14;7;1:43.755;189.134;20407
20405;14;15;1:47.141;183.156;20408
20406;13;12;1:44.549;187.697;20409
20407;16;17;1:48.216;181.337;20410
20408;15;18;1:48.788;180.383;20411
20409;14;19;1:49.675;178.925;20412
20410;7;20;1:53.185;173.376;20413
20411;6;16;1:47.739;182.140;20414
20416;62;2;1:24.828;197.552;20419
20417;57;3;1:24.846;197.510;20420
20418;56;5;1:25.176;196.745;20421
20419;64;10;1:25.529;195.933;20422
20420;64;4;1:25.166;196.768;20423
20421;64;9;1:25.497;196.006;20424
20422;65;13;1:25.845;195.212;20425
20423;66;7;1:25.466;196.077;20426
20424;59;12;1:25.728;195.478;20427
20425;63;11;1:25.655;195.645;20428
20426;63;8;1:25.470;196.068;20429
20427;62;15;1:26.083;194.672;20430
20428;50;6;1:25.455;196.103;20431
20429;59;1;1:24.357;198.655;20432
20430;63;14;1:25.924;195.032;20433
20431;63;17;1:26.863;192.924;20434
20432;56;18;1:29.564;187.106;20435
20433;60;19;1:29.776;186.664;20436
20434;47;20;1:29.904;186.398;20437
20435;41;16;1:26.724;193.233;20438
20436;26;22;1:32.041;182.071;20439
20437;9;21;1:30.411;185.353;20440
20440;63;2;1:15.318;159.643;20443
20441;71;1;1:15.192;159.910;20444
20442;72;3;1:15.353;159.568;20445
20443;68;4;1:15.503;159.251;20446
20444;68;10;1:16.219;157.755;20447
20445;73;6;1:15.905;158.408;20448
20446;65;7;1:15.959;158.295;20449
20447;72;8;1:15.963;158.287;20450
20448;72;9;1:16.142;157.915;20451
20449;68;13;1:16.493;157.190;20452
20450;73;11;1:16.381;157.421;20453
20451;71;5;1:15.580;159.089;20454
20452;60;12;1:16.405;157.371;20455
20453;69;19;1:19.553;151.144;20456
20454;69;18;1:19.340;151.550;20457
20455;57;14;1:18.401;153.365;20458
20456;58;20;1:20.130;150.056;20459
20457;22;16;1:19.074;152.060;20460
20458;24;15;1:18.775;152.637;20461
20459;19;22;1:22.255;146.179;20462
20460;11;21;1:20.775;148.857;20463
20461;21;17;1:19.270;151.684;20464
20462;2;23;2:14.285;89.540;20465
20464;54;12;1:30.075;213.342;20467
20465;42;7;1:29.895;213.769;20468
20466;54;2;1:29.195;215.447;20469
20467;53;6;1:29.810;213.971;20470
20468;52;9;1:29.977;213.574;20471
20469;57;4;1:29.580;214.521;20472
20470;58;10;1:29.996;213.529;20473
20471;56;11;1:30.011;213.493;20474
20472;55;8;1:29.959;213.617;20475
20473;42;16;1:30.891;211.426;20476
20474;50;14;1:30.421;212.525;20477
20475;50;3;1:29.535;214.628;20478
20476;53;18;1:31.421;210.201;20479
20477;53;17;1:30.933;211.329;20480
20478;57;1;1:29.165;215.519;20481
20479;57;5;1:29.588;214.501;20482
20480;51;15;1:30.620;212.059;20483
20481;48;19;1:32.265;208.278;20484
20482;55;20;1:33.257;206.062;20485
20483;37;24;1:34.585;203.169;20486
