id;fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
22199;52;11;1:42.660;191.151;22202
22200;34;8;1:42.300;191.824;22203
22201;32;6;1:42.228;191.959;22204
22202;33;17;1:43.337;189.899;22205
22203;30;18;1:43.375;189.829;22206
22204;34;14;1:42.896;190.712;22207
22205;33;12;1:42.701;191.075;22208
22206;34;15;1:43.067;190.396;22209
22207;34;9;1:42.379;191.676;22210
22208;42;7;1:42.257;191.904;22211
22209;36;21;1:44.825;187.203;22212
22210;48;16;1:43.323;189.924;22213
22211;50;13;1:42.875;190.751;22214
22212;30;19;1:43.620;189.380;22215
22213;4;20;1:44.366;188.026;22216
22214;2;22;1:58.376;165.773;22217
22215;54;3;1:29.483;187.275;22218
22216;51;2;1:29.236;187.794;22219
22217;65;5;1:30.012;186.175;22220
22218;55;1;1:28.918;188.465;22221
22219;47;8;1:30.424;185.326;22222
22220;55;4;1:29.898;186.411;22223
22221;53;11;1:30.580;185.007;22224
22222;47;14;1:31.068;184.016;22225
22223;39;13;1:30.756;184.648;22226
22224;42;16;1:31.411;183.325;22227
22225;43;10;1:30.563;185.042;22228
22226;43;7;1:30.318;185.544;22229
22227;55;9;1:30.468;185.236;22230
22228;59;6;1:30.269;185.645;22231
22229;39;15;1:31.235;183.679;22232
22230;55;12;1:30.666;184.832;22233
22231;38;17;1:31.473;183.201;22234
22232;46;20;1:31.784;182.580;22235
22233;44;18;1:31.767;182.614;22236
22234;54;22;1:33.350;179.517;22237
22235;25;21;1:33.064;180.069;22238
22236;18;19;1:31.781;182.586;22239
22237;33;4;1:19.425;151.388;22240
22238;34;3;1:19.361;151.510;22241
22239;70;2;1:19.252;151.718;22242
22240;54;5;1:19.727;150.814;22243
22241;38;9;1:20.767;148.872;22244
22242;42;12;1:21.047;148.358;22245
22243;48;6;1:20.314;149.712;22246
22244;53;11;1:20.979;148.482;22247
22245;42;16;1:21.254;147.980;22248
22246;75;8;1:20.657;149.075;22249
22247;53;10;1:20.911;148.607;22250
22248;75;1;1:18.479;153.212;22251
22249;16;19;1:22.425;145.878;22252
22250;69;7;1:20.579;149.220;22253
22251;41;15;1:21.146;148.177;22254
22252;50;14;1:21.105;148.252;22255
22253;35;13;1:21.083;148.292;22256
22254;23;17;1:21.761;147.062;22257
22255;8;18;1:22.011;146.614;22258
22256;3;20;1:59.505;100.615;22259
22259;68;4;1:18.640;199.638;22262
22260;33;7;1:18.881;199.028;22263
22261;48;10;1:19.171;198.299;22264
22262;64;5;1:18.759;199.337;22265
22263;64;8;1:18.936;198.890;22266
22264;64;3;1:18.614;199.704;22267
22265;52;11;1:19.321;197.924;22268
22266;56;12;1:19.399;197.730;22269
22267;56;6;1:18.819;199.185;22270
22268;68;2;1:18.529;199.921;22271
22269;63;13;1:19.491;197.501;22272
22270;58;1;1:18.504;199.984;22273
22271;66;17;1:20.226;195.692;22274
22272;51;16;1:20.112;195.970;22275
22273;54;14;1:19.650;197.107;22276
22274;43;15;1:19.978;196.298;22277
22275;24;9;1:18.942;198.875;22278
22276;20;19;1:23.130;188.856;22279
22277;21;18;1:21.514;192.600;22280
22278;7;20;1:51.041;141.385;22281
22281;50;6;1:12.598;214.518;22284
22282;41;2;1:12.217;215.650;22285
22283;63;3;1:12.581;214.568;22286
22284;63;4;1:12.586;214.553;22287
22285;58;5;1:12.595;214.527;22288
22286;59;1;1:12.142;215.874;22289
22287;53;7;1:12.746;214.081;22290
22288;55;10;1:13.060;213.161;22291
22289;60;11;1:13.156;212.882;22292
22290;55;9;1:12.884;213.676;22293
22291;60;8;1:12.858;213.752;22294
22292;64;12;1:13.187;212.791;22295
22293;59;14;1:13.709;211.284;22296
22294;42;15;1:13.953;210.587;22297
22295;65;19;1:14.476;209.108;22298
22296;40;22;1:15.274;206.892;22299
22297;40;21;1:14.847;208.072;22300
22298;33;20;1:14.672;208.560;22301
22299;53;16;1:14.036;210.351;22302
22300;55;13;1:13.317;212.414;22303
22301;30;17;1:14.254;209.734;22304
22302;23;18;1:14.332;209.514;22305
22303;26;1;1:37.176;218.239;22306
22304;34;4;1:38.264;215.822;22307
22305;34;7;1:38.459;215.395;22308
22306;52;5;1:38.284;215.778;22309
22307;52;2;1:37.481;217.556;22310
22308;52;8;1:38.587;215.115;22311
22309;32;10;1:38.677;214.919;22312
22310;52;9;1:38.625;215.032;22313
22311;45;6;1:38.407;215.509;22314
22312;44;13;1:39.261;213.654;22315
22313;41;11;1:38.716;214.834;22316
22314;48;12;1:38.919;214.393;22317
22315;34;15;1:40.041;211.989;22318
22316;51;14;1:39.961;212.158;22319
22317;31;18;1:41.462;209.020;22320
22318;50;17;1:40.399;211.233;22321
22319;48;16;1:40.314;211.412;22322
22320;26;3;1:38.091;216.203;22323
22321;7;20;1:44.319;203.295;22324
22322;7;19;1:42.566;206.770;22325
22325;67;6;1:21.298;202.543;22328
22326;45;9;1:21.494;202.056;22329
22327;53;1;1:19.908;206.066;22330
22328;39;10;1:21.545;201.930;22331
22329;57;3;1:20.548;204.429;22332
22330;53;5;1:20.846;203.676;22333
22331;44;13;1:22.098;200.570;22334
22332;64;8;1:21.346;202.424;22335
22333;56;2;1:20.224;205.255;22336
22334;54;4;1:20.752;203.913;22337
22335;55;7;1:21.338;202.444;22338
22336;41;15;1:22.305;200.065;22339
22337;58;11;1:21.876;201.113;22340
22338;61;12;1:22.008;200.790;22341
22339;57;16;1:22.522;199.539;22342
22340;50;18;1:22.866;198.711;22343
22341;50;19;1:23.035;198.306;22344
22342;49;20;1:23.230;197.842;22345
22343;41;17;1:22.529;199.522;22346
22344;34;14;1:22.179;200.372;22347
22345;26;21;1:24.137;195.709;22348
22347;58;2;1:26.608;182.103;22350
22348;40;5;1:27.419;180.413;22351
22349;36;4;1:27.380;180.494;22352
22350;64;1;1:25.724;183.981;22353
22351;51;7;1:28.229;178.757;22354
22352;47;6;1:27.983;179.257;22355
22353;52;9;1:28.746;177.716;22356
22354;63;3;1:26.850;181.595;22357
22355;31;11;1:29.120;176.970;22358
22356;50;13;1:29.156;176.898;22359
22357;41;8;1:28.704;177.800;22360
22358;41;10;1:28.883;177.442;22361
22359;45;12;1:29.128;176.954;22362
22360;51;14;1:29.401;176.414;22363
22361;49;16;1:29.883;175.468;22364
22362;47;15;1:29.499;176.220;22365
22363;29;18;1:30.485;174.300;22366
22364;21;19;1:32.888;169.791;22367
22365;21;17;1:30.280;174.696;22368
22366;14;20;1:41.151;155.921;22369
22367;7;21;1:46.312;148.352;22370
22368;6;22;1:48.459;145.415;22371
22369;44;6;1:52.974;223.187;22373
22370;36;1;1:50.511;228.161;22374
22371;40;4;1:52.716;223.698;22375
22372;39;13;1:54.090;221.004;22376
22373;36;5;1:52.953;223.229;22377
22374;38;8;1:53.483;222.186;22378
22375;29;11;1:53.879;221.413;22379
22376;28;16;1:54.532;220.151;22380
22377;26;14;1:54.159;220.870;22381
22378;40;9;1:53.612;221.934;22382
22379;31;7;1:53.276;222.592;22383
22380;28;15;1:54.203;220.785;22384
22381;37;3;1:52.512;224.104;22385
22382;36;2;1:52.413;224.301;22386
22383;32;12;1:54.000;221.178;22387
22384;31;17;1:55.247;218.785;22388
22385;26;19;1:55.900;217.553;22389
22386;32;20;1:56.347;216.717;22390
22387;33;10;1:53.707;221.748;22391
22388;21;18;1:55.649;218.025;22392
22391;29;1;1:28.004;236.975;22395
22392;51;2;1:28.206;236.432;22396
22393;46;3;1:28.342;236.068;22397
22394;50;5;1:28.559;235.490;22398
22395;53;6;1:28.588;235.413;22399
22396;34;10;1:29.141;233.952;22400
22397;35;8;1:29.107;234.042;22401
22398;35;11;1:29.245;233.680;22402
22399;43;7;1:28.942;234.476;22403
22400;34;12;1:29.283;233.580;22404
22401;51;4;1:28.486;235.684;22405
22402;35;13;1:29.366;233.363;22406
22403;39;9;1:29.121;234.005;22407
22404;32;17;1:29.856;232.091;22408
22405;46;14;1:29.375;233.340;22409
22406;38;18;1:30.083;231.506;22410
22407;35;21;1:30.758;229.784;22411
22408;51;20;1:30.521;230.386;22412
22409;40;15;1:29.449;233.147;22413
22410;47;19;1:30.280;231.001;22414
22411;23;16;1:29.680;232.546;22415
22412;5;22;1:32.569;225.289;22416
22413;39;1;1:50.417;165.137;22417
22414;27;8;1:52.519;162.052;22418
22415;30;9;1:52.569;161.980;22419
22416;27;6;1:52.115;162.636;22420
22417;27;13;1:53.283;160.959;22421
22418;48;4;1:51.937;162.895;22422
22419;46;5;1:52.007;162.793;22423
22420;28;11;1:52.872;161.545;22424
22421;27;10;1:52.762;161.703;22425
22422;48;2;1:51.639;163.330;22426
22423;25;7;1:52.515;162.058;22427
22424;26;12;1:53.213;161.059;22428
22425;25;15;1:53.543;160.591;22429
22426;45;3;1:51.761;163.151;22430
22427;14;19;1:55.416;157.985;22431
22428;47;14;1:53.538;160.598;22432
22429;43;17;1:53.807;160.218;22433
22430;16;16;1:53.707;160.359;22434
22431;10;18;1:53.948;160.020;22435
22432;6;20;1:55.684;157.619;22436
22433;5;21;1:56.769;156.154;22437
22435;39;1;1:51.600;187.322;22439
22436;15;6;1:52.551;185.739;22440
22437;32;3;1:51.915;186.795;22441
22438;38;4;1:52.231;186.269;22442
22439;33;2;1:51.721;187.119;22443
22440;41;13;1:54.103;183.213;22444
22441;39;8;1:53.450;184.267;22445
22442;28;7;1:52.814;185.306;22446
22443;35;11;1:53.562;184.086;22447
22444;27;10;1:53.556;184.095;22448
22445;25;12;1:54.021;183.345;22449
22446;36;5;1:52.426;185.946;22450
22447;40;17;1:55.372;181.198;22451
22448;38;9;1:53.510;184.170;22452
22449;28;16;1:55.302;181.308;22453
22450;26;15;1:54.702;182.256;22454
22451;27;14;1:54.669;182.309;22455
22452;25;21;1:56.472;179.486;22456
22453;29;18;1:55.641;180.776;22457
22454;27;20;1:55.985;180.240;22458
22455;25;19;1:55.753;180.601;22459
22457;48;3;1:41.606;207.200;22461
22458;52;2;1:41.360;207.703;22462
22459;53;1;1:40.896;208.658;22463
22460;47;4;1:41.964;206.472;22464
22461;44;14;1:43.076;204.245;22465
22462;53;6;1:42.179;206.038;22466
22463;50;13;1:43.050;204.296;22467
22464;53;8;1:42.630;205.133;22468
22465;45;11;1:42.919;204.556;22469
22466;47;12;1:42.924;204.547;22470
22467;47;10;1:42.879;204.636;22471
22468;50;9;1:42.685;205.023;22472
22469;53;7;1:42.550;205.293;22473
22470;52;5;1:42.022;206.355;22474
22471;45;18;1:44.075;202.284;22475
22472;42;15;1:43.822;202.777;22476
22473;49;19;1:44.461;201.537;22477
22474;50;17;1:44.030;202.372;22478
22475;48;16;1:43.979;202.471;22479
22476;17;20;1:47.407;196.009;22480
22477;8;21;1:48.268;194.450;22481
22478;49;4;1:41.929;194.712;22482
22479;48;5;1:41.932;194.706;22483
22480;33;7;1:42.831;193.004;22484
22481;50;9;1:42.971;192.741;22485
22482;55;6;1:42.505;193.617;22486
22483;47;2;1:41.474;195.585;22487
22484;50;1;1:41.379;195.768;22488
22485;29;14;1:44.287;190.309;22489
22486;17;12;1:44.180;190.504;22490
22487;38;11;1:43.808;191.187;22491
22488;51;15;1:44.440;190.030;22492
22489;33;13;1:44.255;190.367;22493
22490;54;8;1:42.888;192.897;22494
22491;47;10;1:43.006;192.676;22495
22492;53;3;1:41.689;195.171;22496
22493;15;16;1:46.226;186.835;22497
22496;62;2;1:13.619;210.711;22500
22497;62;1;1:13.555;210.895;22501
22498;59;7;1:14.101;209.341;22502
22499;68;4;1:13.999;209.629;22503
22500;68;5;1:14.018;209.576;22504
22501;55;10;1:14.313;208.744;22505
22502;37;17;1:14.963;206.934;22506
22503;70;3;1:13.728;210.400;22507
22504;62;11;1:14.544;208.097;22508
22505;64;9;1:14.229;208.980;22509
22506;62;8;1:14.144;209.219;22510
22507;47;14;1:14.810;207.357;22511
22508;65;13;1:14.774;207.457;22512
22509;64;16;1:14.875;207.177;22513
22510;70;12;1:14.550;208.080;22514
22511;42;15;1:14.834;207.290;22515
22512;63;6;1:14.070;209.428;22516
22513;30;18;1:15.387;205.770;22517
22514;49;4;1:45.599;189.342;22518
22515;47;2;1:44.826;190.738;22519
22516;54;6;1:45.727;189.113;22520
22517;50;1;1:44.496;191.341;22521
22518;47;9;1:46.739;187.320;22522
22519;47;7;1:45.777;189.024;22523
22520;49;8;1:45.808;188.968;22524
22521;51;3;1:45.552;189.427;22525
22522;45;12;1:47.424;186.126;22526
22523;46;16;1:47.736;185.586;22527
22524;37;10;1:46.824;187.171;22528
22525;50;5;1:45.686;189.186;22529
22526;35;17;1:47.897;185.310;22530
22527;17;11;1:46.869;187.092;22531
22528;43;15;1:47.698;185.652;22532
22529;44;14;1:47.508;185.980;22533
22530;47;18;1:48.398;184.453;22534
22531;38;13;1:47.431;186.113;22535
22532;9;20;1:48.933;183.547;22536
22533;10;19;1:48.748;183.859;22537
22534;50;1;1:30.945;209.915;22538
22535;47;2;1:31.092;209.577;22539
22536;52;4;1:31.457;208.740;22540
22537;50;6;1:31.719;208.144;22541
22538;46;9;1:32.612;206.137;22542
22539;46;10;1:32.797;205.726;22543
22540;48;8;1:31.970;207.576;22544
22541;51;5;1:31.560;208.505;22545
22542;49;11;1:32.872;205.560;22546
22543;46;7;1:31.959;207.601;22547
22544;56;12;1:33.338;204.534;22548
22545;36;3;1:31.426;208.811;22549
22546;30;13;1:34.295;202.458;22550
22552;46;3;1:43.648;193.501;22556
22553;45;2;1:43.125;193.501;22557
22554;43;1;1:42.062;195.516;22558
22555;40;7;1:44.124;191.644;22559
22556;42;6;1:44.088;191.710;22560
22557;40;5;1:43.990;191.891;22561
22558;42;9;1:44.579;190.810;22562
22559;37;15;1:45.507;189.132;22563
22560;41;8;1:44.514;190.929;22564
22561;42;13;1:45.312;189.482;22565
22562;36;10;1:44.812;190.386;22566
22563;45;4;1:43.902;192.054;22567
22564;37;14;1:45.345;189.423;22568
22565;46;11;1:44.822;190.368;22569
22566;44;19;1:49.040;183.004;22570
22567;38;12;1:45.070;189.919;22571
22568;38;16;1:46.056;188.153;22572
22569;17;17;1:48.460;183.983;22573
22570;3;18;1:48.760;183.475;22574
22572;31;1;1:42.208;191.996;22576
22573;39;2;1:42.565;191.328;22577
22574;15;5;1:43.018;190.487;22578
22575;48;6;1:43.026;190.472;22579
22576;37;4;1:42.734;191.013;22580
22577;37;7;1:43.051;190.426;22581
22578;34;8;1:43.134;190.272;22582
22579;46;12;1:43.692;189.248;22583
22580;46;9;1:43.245;190.068;22584
22581;32;15;1:44.204;188.319;22585
22582;44;10;1:43.512;189.578;22586
22583;40;13;1:43.728;189.183;22587
22584;41;3;1:42.652;191.166;22588
22585;21;16;1:44.991;186.907;22589
22586;40;17;1:45.414;186.157;22590
22587;43;19;1:45.963;185.192;22591
22588;46;14;1:43.880;188.906;22592
22589;37;11;1:43.686;189.259;22593
22590;13;20;1:46.291;184.621;22594
22591;6;18;1:45.844;185.401;22595
22592;38;5;1:37.857;199.098;22596
22593;42;1;1:36.311;202.294;22597
22594;36;3;1:37.326;200.184;22598
22595;16;6;1:38.095;198.615;22599
22596;38;2;1:36.624;201.639;22600
22597;53;12;1:38.948;196.903;22601
22598;34;15;1:39.161;196.480;22602
22599;39;8;1:38.338;198.124;22603
22600;36;11;1:38.725;197.348;22604
22601;12;14;1:39.094;196.613;22605
22602;38;13;1:38.992;196.815;22606
22603;43;7;1:38.216;198.370;22607
22604;40;10;1:38.653;197.492;22608
22605;27;9;1:38.422;197.955;22609
22606;43;4;1:37.665;199.490;22610
22607;36;18;1:41.759;191.464;22611
22608;36;19;1:42.033;190.949;22612
22609;32;16;1:39.607;195.600;22613
22610;13;17;1:40.651;193.571;22614
22612;53;2;1:29.109;188.061;22616
22613;54;1;1:28.270;189.849;22617
22614;61;6;1:30.737;184.687;22618
22615;44;5;1:30.711;184.740;22619
22616;47;3;1:29.931;186.342;22620
22617;51;4;1:30.374;185.429;22621
22618;56;8;1:31.124;183.903;22622
22619;46;15;1:31.945;182.261;22623
22620;62;9;1:31.156;183.838;22624
22621;40;11;1:31.887;182.376;22625
22622;46;12;1:31.896;182.358;22626
22623;41;13;1:31.928;182.294;22627
22624;38;14;1:31.932;182.286;22628
22625;52;16;1:32.222;181.713;22629
22626;51;7;1:30.888;184.380;22630
22627;46;10;1:31.162;183.826;22631
22628;49;19;1:33.655;178.933;22632
22629;51;20;1:34.211;177.877;22633
22630;17;17;1:32.912;180.364;22634
22631;23;18;1:33.387;179.446;22635
22632;76;2;1:18.599;152.841;22636
22633;75;4;1:18.854;152.347;22637
22634;42;3;1:18.676;152.692;22638
22635;75;7;1:19.130;151.815;22639
22636;74;1;1:18.063;153.891;22640
22637;74;10;1:19.651;150.822;22641
22638;74;11;1:19.657;150.811;22642
22639;76;9;1:19.490;151.128;22643
22640;76;15;1:20.017;150.133;22644
22641;48;13;1:19.816;150.511;22645
22642;46;14;1:19.921;150.313;22646
22643;40;17;1:20.483;149.263;22647
22644;75;8;1:19.285;151.519;22648
22645;74;6;1:18.944;152.173;22649
22646;72;12;1:19.764;150.609;22650
22647;47;18;1:21.715;147.013;22651
22648;58;20;1:22.693;145.274;22652
22649;49;5;1:18.873;152.310;22653
22650;36;16;1:20.459;149.308;22654
22651;3;19;1:22.271;146.019;22655
22652;64;3;1:17.472;202.648;22656
22653;63;5;1:17.637;202.218;22657
22654;67;6;1:17.922;201.478;22658
22655;42;1;1:16.987;203.925;22659
22656;59;2;1:17.105;203.613;22660
22657;64;4;1:17.553;202.437;22661
22658;51;10;1:18.385;200.288;22662
22659;66;9;1:18.238;200.664;22663
22660;69;8;1:18.048;201.153;22664
22661;51;7;1:17.969;201.356;22665
22662;49;14;1:18.889;199.008;22666
22663;61;12;1:18.811;199.205;22667
22664;67;16;1:19.060;198.578;22668
22665;58;15;1:18.890;199.006;22669
22666;50;11;1:18.616;199.699;22670
22667;47;17;1:19.088;198.507;22671
22668;38;19;1:20.707;194.525;22672
22669;37;20;1:20.804;194.292;22673
22670;49;13;1:18.856;199.092;22674
22671;41;18;1:19.580;197.280;22675
22672;35;1;1:11.235;218.622;22676
22673;60;2;1:11.475;217.888;22677
22674;58;4;1:11.613;217.468;22678
22675;44;3;1:11.499;217.815;22679
22676;52;7;1:12.248;215.557;22680
22677;62;12;1:12.541;214.686;22681
22678;58;6;1:11.785;216.947;22682
22679;64;9;1:12.349;215.256;22683
22680;58;10;1:12.377;215.173;22684
22681;69;5;1:11.689;217.238;22685
22682;57;14;1:13.050;213.190;22686
22683;54;8;1:12.316;215.354;22687
22684;56;11;1:12.516;214.760;22688
22685;58;16;1:14.939;207.817;22689
22686;34;13;1:12.881;213.685;22690
22687;28;15;1:13.234;212.655;22691
22688;5;17;1:52.208;138.792;22692
22692;29;1;1:37.093;218.425;22696
22693;24;2;1:37.403;217.730;22697
22694;31;6;1:37.707;217.053;22698
22695;26;3;1:37.466;217.589;22699
22696;32;5;1:37.513;217.484;22700
22697;28;7;1:37.910;216.603;22701
22698;32;9;1:38.296;215.752;22702
22699;31;4;1:37.493;217.529;22703
22700;25;10;1:38.466;215.379;22704
22701;30;12;1:38.883;214.471;22705
22702;31;8;1:38.131;216.115;22706
22703;26;15;1:42.324;207.259;22707
22704;28;14;1:41.919;208.082;22708
22705;26;11;1:38.697;214.875;22709
22706;14;13;1:39.940;212.203;22710
22707;3;16;2:20.776;150.647;22711
22712;63;5;1:26.772;181.759;22716
22713;57;4;1:26.519;182.290;22717
22714;68;1;1:24.821;185.939;22718
22715;62;11;1:27.650;179.938;22719
22716;67;10;1:27.311;180.637;22720
22717;68;3;1:25.727;183.974;22721
22718;60;14;1:28.080;179.059;22722
22719;68;2;1:25.149;185.223;22723
22720;65;17;1:28.535;178.139;22724
22721;60;12;1:28.004;179.214;22725
22722;51;15;1:28.268;178.678;22726
22723;59;6;1:26.864;181.566;22727
22724;51;8;1:27.058;181.161;22728
22725;62;9;1:27.130;181.012;22729
22726;59;20;1:29.868;175.497;22730
22727;56;19;1:29.543;176.134;22731
22728;38;18;1:28.611;177.986;22732
22729;24;7;1:26.954;181.378;22733
22730;51;16;1:28.499;178.212;22734
22731;38;13;1:28.074;179.072;22735
22732;34;2;1:52.504;224.120;22736
22733;34;1;1:52.416;224.295;22737
22734;37;12;1:54.779;219.677;22738
22735;29;3;1:53.032;223.073;22739
22736;29;13;1:54.796;219.645;22740
22737;23;8;1:54.093;220.998;22741
22738;30;9;1:54.517;220.180;22742
22739;36;4;1:53.276;222.592;22743
22740;23;10;1:54.646;219.932;22744
22741;30;7;1:54.022;221.136;22745
22742;29;6;1:53.991;221.196;22746
22743;29;14;1:55.316;218.654;22747
22744;34;5;1:53.692;221.778;22748
22745;38;15;1:55.533;218.244;22749
22746;32;18;1:58.174;213.366;22750
22747;33;17;1:58.150;213.410;22751
22748;25;11;1:54.680;219.867;22752
22749;2;16;1:56.263;216.873;22753
22752;48;1;1:26.672;240.617;22756
22753;52;3;1:27.376;238.678;22757
22754;31;8;1:27.874;237.326;22758
22755;49;6;1:27.525;238.272;22759
22756;43;7;1:27.584;238.111;22760
22757;46;10;1:28.140;236.609;22761
22758;36;14;1:28.913;234.552;22762
22759;50;9;1:28.065;236.811;22763
22760;22;12;1:28.516;235.604;22764
22761;39;11;1:28.231;236.365;22765
22762;38;5;1:27.510;238.313;22766
22763;35;4;1:27.390;238.640;22767
22764;51;13;1:28.653;235.240;22768
22765;33;16;1:29.766;232.324;22769
22766;51;17;1:31.098;228.927;22770
22767;29;18;1:31.311;228.393;22771
22768;43;2;1:27.067;239.525;22772
22769;42;15;1:29.285;233.575;22773
22772;53;2;1:50.069;165.659;22776
22773;52;1;1:50.041;165.701;22777
22774;48;5;1:50.341;165.251;22778
22775;50;7;1:50.934;164.368;22779
22776;49;10;1:51.342;163.765;22780
22777;36;8;1:51.109;164.109;22781
22778;44;12;1:51.970;162.847;22782
22779;43;4;1:50.298;165.315;22783
22780;43;6;1:50.401;165.161;22784
22781;36;15;1:52.566;161.984;22785
22782;30;11;1:51.594;163.395;22786
22783;57;3;1:50.175;165.500;22787
22784;28;13;1:52.353;162.292;22788
22785;43;19;1:55.312;158.127;22789
22786;45;20;1:55.890;157.338;22790
22787;43;9;1:51.167;164.023;22791
22788;27;16;1:53.325;160.900;22792
22789;24;14;1:52.505;162.072;22793
22790;19;17;1:53.666;160.417;22794
22791;6;18;1:53.868;160.132;22795
22792;33;1;1:36.145;217.434;22796
22793;31;2;1:37.147;215.191;22797
22794;32;3;1:37.906;213.523;22798
22795;32;4;1:38.035;213.242;22799
22796;41;8;1:38.241;212.795;22800
22797;43;9;1:38.331;212.600;22801
22798;35;6;1:38.167;212.955;22802
22799;39;5;1:38.136;213.022;22803
22800;32;7;1:38.237;212.803;22804
22801;16;13;1:38.686;211.835;22805
22802;45;16;1:39.614;209.862;22806
22803;50;11;1:38.591;212.039;22807
22804;36;10;1:38.366;212.524;22808
22805;28;15;1:39.343;210.434;22809
22806;32;14;1:38.898;211.381;22810
22807;31;18;1:40.121;208.799;22811
22808;51;12;1:38.595;212.031;22812
22809;35;20;1:41.467;206.029;22813
22810;44;19;1:41.452;206.060;22814
22811;39;17;1:40.088;208.868;22815
22812;44;3;1:40.573;209.328;22816
22813;51;1;1:40.071;210.378;22817
22814;48;9;1:41.772;206.862;22818
22815;48;4;1:40.881;208.689;22819
22816;48;2;1:40.294;209.910;22820
22817;52;6;1:41.372;207.678;22821
22818;52;7;1:41.507;207.402;22822
22819;53;13;1:43.068;204.261;22824
22820;45;15;1:43.265;203.871;22825
22821;29;12;1:42.639;205.115;22826
22822;45;5;1:41.134;208.167;22827
22823;50;17;1:45.049;200.409;22828
22824;50;16;1:44.926;200.644;22829
22825;43;10;1:41.888;206.626;22830
22826;44;11;1:42.258;205.879;22831
22827;7;18;1:45.266;199.996;22832
22828;6;14;1:43.133;204.132;22833
22831;48;2;1:40.738;197.014;22837
22833;49;1;1:40.666;197.154;22838
22834;52;3;1:41.330;195.863;22839
22835;51;9;1:43.172;192.366;22840
22836;54;7;1:43.010;192.668;22841
22837;50;8;1:43.026;192.638;22842
22838;51;5;1:42.660;193.325;22843
22839;51;6;1:42.849;192.970;22844
22840;54;12;1:44.407;190.090;22845
22841;53;4;1:41.980;194.614;22846
22842;55;11;1:44.323;190.243;22847
22843;50;16;1:48.173;183.472;22848
22844;41;10;1:43.728;191.335;22849
22845;24;13;1:45.095;188.846;22850
22846;24;15;1:47.381;184.825;22851
22847;24;14;1:46.186;186.905;22852
22848;22;17;1:48.231;183.374;22853
22849;8;18;1:59.612;165.926;22854
22850;3;19;2:31.939;130.623;22855
22852;67;1;1:20.521;192.426;22857
22853;67;2;1:20.723;191.945;22858
22854;68;4;1:21.585;189.917;22859
22855;69;3;1:21.549;190.001;22860
22856;70;5;1:21.625;189.824;22861
22857;71;7;1:22.009;188.935;22862
22858;69;9;1:22.391;188.059;22863
22859;51;12;1:22.757;187.227;22864
22860;70;10;1:22.603;187.576;22865
22861;69;13;1:22.893;186.920;22866
22862;70;14;1:22.963;186.762;22867
22863;62;11;1:22.716;187.320;22868
22864;46;8;1:22.172;188.560;22869
22865;49;15;1:23.006;186.666;22870
22866;69;18;1:25.005;182.276;22871
22867;67;19;1:25.540;181.136;22872
22868;48;16;1:23.350;185.895;22873
22869;48;6;1:21.847;189.309;22874
22870;20;17;1:24.054;184.338;22875
22872;57;2;1:14.957;206.950;22877
22873;51;1;1:14.832;207.296;22878
22874;57;3;1:15.046;206.705;22879
22875;48;4;1:15.416;205.691;22880
22876;61;10;1:16.039;204.005;22881
22877;66;16;1:16.774;202.052;22882
22878;41;14;1:16.500;202.776;22883
22879;57;5;1:15.739;204.813;22884
22880;56;9;1:15.972;204.185;22885
22881;63;13;1:16.354;203.164;22886
22882;56;11;1:16.313;203.273;22887
22883;53;8;1:15.970;204.191;22888
22884;41;17;1:16.794;202.000;22889
22885;53;12;1:16.321;203.252;22890
22886;54;15;1:16.519;202.726;22891
22887;57;7;1:15.789;204.678;22892
22888;42;19;1:19.098;196.116;22893
22889;43;18;1:18.617;197.316;22894
22891;57;6;1:15.743;204.803;22896
22892;37;5;1:45.356;189.779;22897
22893;44;1;1:44.517;191.302;22898
22894;47;4;1:44.942;190.528;22899
22895;48;2;1:44.550;191.242;22900
22896;30;8;1:45.892;188.818;22901
22897;46;9;1:46.305;188.085;22902
22898;29;16;1:47.064;186.751;22903
22899;33;14;1:46.984;186.891;22904
22900;47;7;1:45.859;188.877;22905
22901;27;13;1:46.882;187.069;22906
22902;38;15;1:46.998;186.867;22907
22903;29;17;1:47.509;185.978;22908
22904;45;11;1:46.464;187.804;22909
22905;48;12;1:46.517;187.710;22910
22906;46;10;1:46.424;187.874;22911
22907;40;6;1:45.746;189.079;22912
22908;52;3;1:44.796;190.793;22913
22909;53;18;1:49.610;182.414;22914
22910;26;19;1:51.213;179.784;22915
22912;21;3;1:30.557;210.815;22917
22913;48;4;1:30.646;210.608;22918
22914;23;2;1:29.951;212.235;22919
22915;49;1;1:28.997;214.510;22920
22916;39;9;1:32.288;206.861;22921
22917;48;17;1:32.862;205.582;22922
22918;49;16;1:32.833;205.646;22923
22919;51;14;1:32.725;205.886;22924
22920;23;7;1:31.671;208.253;22925
22921;44;6;1:31.516;208.606;22926
22922;14;18;1:32.955;205.376;22927
22923;45;10;1:32.452;206.494;22928
22924;39;15;1:32.780;205.764;22929
22925;33;8;1:31.684;208.223;22930
22926;48;13;1:32.711;205.917;22931
22927;34;12;1:32.673;206.001;22932
22928;15;21;1:33.892;203.327;22933
22929;21;5;1:30.701;210.480;22934
22930;15;20;1:33.847;203.424;22935
22931;4;19;1:32.998;205.281;22936
22932;14;11;1:32.553;206.268;22937
22934;41;1;1:34.482;206.210;22939
22935;39;3;1:35.158;204.745;22940
